account_id,feature_name,times_used,first_used_date,last_used_date
ACC-102267,custom_reports,22,2023-12-22,2025-02-06
ACC-102267,team_permissions,28,20-Sep-2025,2026-01-04
ACC-102267,billing_portal,77,12/24/2024,09/13/2025
ACC-102267,advanced_analytics,4,16/12/2023,2025-07-10
ACC-102267,sandbox_environment,25,2024-09-04,04/12/2026
ACC-105836,team_permissions,11,30/11/2022,10-Dec-2022
ACC-105836,custom_branding,88,09/13/2022,2022-09-16
ACC-102533,bulk_import,85,05/08/2025,2025-09-01
ACC-102533,sandbox_environment,27,01/29/2025,2025-08-03
ACC-100039,integrations_salesforce,13,2026-01-08,
ACC-100039,custom_reports,5,03-Nov-2024,2025-04-23
ACC-100039,team_permissions,32,2026-04-09,2026/05/01
ACC-100039,webhooks,81,03/04/2025,2025-06-24
ACC-101898,api_access,6,19-Jul-2025,01/18/2026
ACC-101898,workflow_automation,12,2025/08/10,05/04/2026
ACC-101898,audit_logs,283,2025-11-12,23-May-2026
ACC-101898,webhooks,23,07/05/2026,2026-05-11
ACC-101898,billing_portal,40,16/05/2026,29-May-2026
ACC-101649,integrations_salesforce,75,06/17/2025,2025/08/09
ACC-101649,custom_reports,19,2025-06-05,2025-09-25
ACC-101649,team_permissions,53,08/19/2024,2024-12-07
ACC-101649,sso_login,103,2025-03-05,2025-04-23
ACC-101649,data_export,19,2025-08-17,2026-05-18
ACC-101649,mobile_app,29,2024/04/26,04/19/2025
ACC-101649,webhooks,12,19-Dec-2023,2024-09-06
ACC-101649,bulk_import,171,09/11/2025,20-May-2026
ACC-101649,custom_branding,3,2024-07-19,12-Oct-2024
ACC-101649,sandbox_environment,7,10/03/2024,11/12/2024
ACC-103573,dashboard,21,03/14/2025,2025-04-15
ACC-103573,api_access,16,2025-01-16,2025-04-08
ACC-103573,team_permissions,10,2024-05-07,2024-11-26
ACC-103573,workflow_automation,6,2024/07/22,12/10/2024
ACC-103573,data_export,6,2024-08-13,2024/10/01
ACC-103573,mobile_app,11,2024-04-27,2024-10-17
ACC-103573,audit_logs,59,2024-11-07,09/02/2025
ACC-103573,billing_portal,245,12/29/2024,01/14/2025
ACC-103573,in_app_chat_support,7,10/12/2024,28-Feb-2025
ACC-103573,advanced_analytics,20,2024-05-17,2025-03-05
ACC-103573,custom_branding,73,2025-02-09,03/11/2025
ACC-100258,dashboard,54,2024-02-21,13-Apr-2024
ACC-100258,integrations_salesforce,14,2024-02-18,2024-05-26
ACC-100258,team_permissions,12,11-Mar-2023,2023-08-19
ACC-100258,mobile_app,18,2023-12-09,05/07/2024
ACC-100258,webhooks,137,2023/09/18,
ACC-100258,billing_portal,8,2023-10-04,2024-05-31
ACC-100258,sandbox_environment,23,07/07/2023,2024/02/02
ACC-102924,api_access,99,2026-05-19,2026-06-01
ACC-102924,data_export,43,21/03/2026,30-May-2026
ACC-102924,mobile_app,8,2026-05-03,22/05/2026
ACC-102924,audit_logs,14,2025-09-15,14-Nov-2025
ACC-102924,webhooks,32,09/06/2025,2025-12-10
ACC-102924,advanced_analytics,31,11-Nov-2025,2026-02-06
ACC-102924,bulk_import,15,2025-10-21,2026-02-20
ACC-102924,custom_branding,63,2025-06-26,03/22/2026
ACC-102434,dashboard,18,23-Jul-2024,10/01/2024
ACC-102434,integrations_salesforce,25,2024-06-21,10/10/2024
ACC-102434,mobile_app,14,06-Sep-2024,01-Oct-2024
ACC-102434,bulk_import,34,2024-06-17,2024-06-25
ACC-100847,api_access,18,2024-01-01,2024-02-29
ACC-100847,integrations_slack,78,12/09/2023,2024/10/25
ACC-100847,custom_reports,391,26/04/2024,06/06/2024
ACC-100847,team_permissions,3,2025-03-02,09/15/2025
ACC-100847,sso_login,33,01/02/2023,13/11/2025
ACC-100847,workflow_automation,35,10/14/2022,2023-09-11
ACC-100847,mobile_app,11,2023-03-28,07/07/2024
ACC-100847,audit_logs,10,11/06/2022,2023-09-14
ACC-100847,webhooks,19,09/30/2023,2025-07-15
ACC-100847,billing_portal,10,2025/09/02,
ACC-100847,in_app_chat_support,3,2025-04-16,2025/11/23
ACC-100847,advanced_analytics,59,2023-08-27,2024-03-17
ACC-100847,bulk_import,95,2024/11/19,2025/06/12
ACC-102822,team_permissions,32,2026-01-30,2026-04-12
ACC-102822,workflow_automation,24,2023-10-23,01/06/2026
ACC-102822,mobile_app,15,2024-05-20,2025/11/26
ACC-102822,audit_logs,33,2025-03-15,2025-12-10
ACC-102822,webhooks,6,2025-09-26,25-Dec-2025
ACC-102822,bulk_import,1,2023/12/22,2024-10-20
ACC-102822,custom_branding,12,11/27/2025,07/01/2026
ACC-102822,sandbox_environment,14,2023-12-23,16-Dec-2025
ACC-104461,dashboard,25,2024-05-12,2025-04-22
ACC-104461,api_access,13,2025-03-14,2026-03-20
ACC-104461,integrations_slack,1,2025-10-05,10/03/2026
ACC-104461,team_permissions,10,2024-07-18,2024-11-21
ACC-104461,data_export,96,2023-11-30,2025-12-01
ACC-104461,advanced_analytics,88,2025-04-15,2026-02-10
ACC-105156,dashboard,58,05/05/2022,2022-07-16
ACC-105156,integrations_slack,9,2022-12-28,2023-01-23
ACC-105156,custom_reports,10,10-Jul-2023,2023-08-10
ACC-105156,team_permissions,55,2022/05/22,2023-03-07
ACC-105156,data_export,35,23/03/2023,2023-04-24
ACC-105156,mobile_app,14,2023-03-04,2023-06-11
ACC-105156,audit_logs,31,2022-09-20,2023-06-13
ACC-105627,dashboard,54,2024-07-26,01/16/2025
ACC-105627,integrations_slack,69,2026-06-01,2026-06-01
ACC-105627,integrations_salesforce,13,2025-12-06,2026-05-21
ACC-105627,workflow_automation,28,2024-09-25,05-Apr-2026
ACC-104082,dashboard,35,2022-06-03,2024-03-08
ACC-104082,custom_reports,56,2023-05-24,2024-07-03
ACC-104082,team_permissions,31,2025-09-22,2026-05-29
ACC-104082,data_export,116,30/04/2025,2026-02-11
ACC-104082,webhooks,66,2022-07-31,2024-09-12
ACC-104082,bulk_import,39,2024/11/27,2026-01-30
ACC-101233,team_permissions,21,2025-02-13,2025-11-10
ACC-101233,bulk_import,50,08/06/2025,02/25/2026
ACC-101233,sandbox_environment,30,2024-07-18,07-Mar-2026
ACC-101127,api_access,17,2023-04-07,14/04/2024
ACC-101127,custom_reports,4,20/02/2023,2023-11-04
ACC-101127,team_permissions,58,04/03/2024,2024-03-16
ACC-101127,webhooks,75,2023-09-16,21-Jan-2024
ACC-101127,bulk_import,10,2023-06-05,2023-10-14
ACC-101127,sandbox_environment,24,2023-01-15,03/04/2024
ACC-103592,dashboard,23,2025-03-23,02/06/2026
ACC-103592,custom_reports,22,2025-07-28,2026-03-15
ACC-103592,team_permissions,162,2026-02-03,2026-04-09
ACC-103592,workflow_automation,18,02/12/2024,01-Feb-2025
ACC-103592,data_export,4,12-Jan-2026,2026-05-30
ACC-103592,mobile_app,35,08/16/2025,2025-10-26
ACC-103592,audit_logs,33,05/09/2026,05/30/2026
ACC-103592,custom_branding,21,2026-02-22,04/01/2026
ACC-101967,webhooks,20,18/01/2026,2026-03-14
ACC-101967,billing_portal,85,2025-12-30,24-Jan-2026
ACC-100558,dashboard,88,08/13/2025,2025-10-13
ACC-100558,api_access,27,2025-07-10,06-Oct-2025
ACC-100558,custom_reports,23,2026-05-06,05/13/2026
ACC-100558,team_permissions,13,15/08/2025,2026-01-21
ACC-100558,data_export,3,08/27/2025,2026-03-10
ACC-100558,audit_logs,58,2026-05-16,2026-05-24
ACC-100558,webhooks,15,11/17/2025,2026-05-17
ACC-100558,billing_portal,81,2025-09-09,2026-02-05
ACC-100558,custom_branding,31,2024-11-29,07-Dec-2024
ACC-100558,sandbox_environment,17,03/04/2025,09/04/2026
ACC-100904,workflow_automation,58,2024-02-18,2024-05-31
ACC-100904,in_app_chat_support,13,2024-10-01,04/11/2024
ACC-100904,advanced_analytics,11,2024-02-07,13-Aug-2024
ACC-100904,custom_branding,114,02/14/2024,2024/07/01
ACC-102614,api_access,99,2025-12-10,11/12/2025
ACC-102614,workflow_automation,89,2025-07-31,11/30/2025
ACC-102614,advanced_analytics,11,2025-08-10,2025-10-13
ACC-102614,custom_branding,40,2025-10-26,
ACC-103143,dashboard,2,2025-02-13,2025-02-19
ACC-103143,api_access,36,2025-01-29,2025-02-03
ACC-103143,sso_login,26,01/06/2025,2025-01-19
ACC-103143,workflow_automation,12,2025-02-05,2025-02-10
ACC-103143,mobile_app,46,01/25/2025,02/10/2025
ACC-103143,advanced_analytics,33,2025-01-22,2025-02-19
ACC-103143,custom_branding,28,2025-02-11,2025-02-19
ACC-100484,integrations_slack,23,2025-10-20,2026-05-18
ACC-100484,sso_login,29,2025-08-24,20-Dec-2025
ACC-100484,audit_logs,22,2025-04-06,2026-04-06
ACC-100484,billing_portal,45,2026-02-11,03/03/2026
ACC-100484,bulk_import,15,2025-10-24,2026-01-22
ACC-100484,custom_branding,16,2025-12-25,2026-03-10
ACC-100484,sandbox_environment,13,2025-09-17,2026-01-27
ACC-102211,integrations_slack,6,01/16/2026,2026-03-13
ACC-102211,custom_reports,13,2025-08-12,2025-09-18
ACC-102211,team_permissions,13,2025-07-22,2026-04-16
ACC-102211,audit_logs,33,02/02/2026,2026-04-20
ACC-102211,billing_portal,49,11/07/2024,08/02/2026
ACC-102211,bulk_import,9,15-Aug-2025,2026-04-10
ACC-102211,custom_branding,53,10-Jan-2026,2026-04-27
ACC-101320,integrations_salesforce,20,2026/05/14,2026-05-28
ACC-101320,sandbox_environment,9,17/05/2026,25/05/2026
ACC-104685,dashboard,140,13-Mar-2024,2025-05-01
ACC-104685,integrations_salesforce,115,2023-09-03,2025-06-07
ACC-104685,custom_reports,13,2026-01-20,04/09/2026
ACC-104685,data_export,125,2024/06/12,18/04/2026
ACC-104685,custom_branding,17,2024-10-02,2025-10-27
ACC-102555,dashboard,26,2023/04/18,2023-12-31
ACC-102555,api_access,25,2024-11-10,05/30/2025
ACC-102555,team_permissions,80,11-Jun-2022,2023-04-15
ACC-102555,sso_login,23,2025/05/28,2026-01-14
ACC-102555,workflow_automation,104,14-Dec-2025,03/07/2026
ACC-102555,data_export,9,05/01/2025,2025-08-01
ACC-102555,audit_logs,85,2022-12-28,2026-03-11
ACC-102555,webhooks,134,07/11/2025,2026-04-14
ACC-102555,billing_portal,40,2024-12-14,2026-03-16
ACC-102555,custom_branding,46,2024-12-23,05/24/2026
ACC-100007,integrations_slack,21,2023-06-10,2023/06/19
ACC-100007,integrations_salesforce,37,2023-06-29,2023-06-29
ACC-100007,custom_reports,9,2022-11-25,2023/03/29
ACC-100007,data_export,15,2023-06-26,2023-06-27
ACC-100007,bulk_import,31,10/02/2023,2023/04/30
ACC-102315,sso_login,15,2024-11-27,2025-03-14
ACC-105150,api_access,31,2025-05-18,12/25/2025
ACC-105150,integrations_slack,4,2024-10-28,2025-08-26
ACC-105150,integrations_salesforce,18,24/03/2024,02/07/2026
ACC-105150,workflow_automation,13,2026-05-01,2026-05-04
ACC-105150,advanced_analytics,13,2025-04-30,2025-06-07
ACC-105150,bulk_import,40,2024-04-28,2025-03-11
ACC-104443,team_permissions,39,2025-04-27,11/15/2025
ACC-104443,workflow_automation,7,01/31/2024,01-Jul-2025
ACC-104443,billing_portal,79,2024-07-16,2025-05-03
ACC-104443,custom_branding,88,2025-06-28,2025-07-05
ACC-104374,integrations_slack,67,28-Feb-2022,2023-05-20
ACC-104374,integrations_salesforce,64,2022-06-24,2023/04/27
ACC-104374,custom_reports,10,02/26/2023,17/07/2023
ACC-104374,data_export,93,2023-07-10,07/13/2023
ACC-105343,integrations_slack,92,2024-03-04,2024-06-01
ACC-105343,integrations_salesforce,36,11-Nov-2023,2024-10-05
ACC-105343,custom_reports,9,07/05/2024,2024-06-18
ACC-101450,integrations_salesforce,39,2025-05-20,2025-12-08
ACC-101450,custom_reports,154,2025-01-12,
ACC-101450,team_permissions,36,2026-03-06,04/15/2026
ACC-101450,mobile_app,17,2026-04-12,2026-05-21
ACC-101450,audit_logs,28,2025-11-26,2026-01-19
ACC-101450,billing_portal,128,2025-04-23,29-Jun-2025
ACC-101450,advanced_analytics,2,2025-10-09,11/01/2025
ACC-101450,bulk_import,84,2026-04-13,05/14/2026
ACC-101450,custom_branding,2,2025-04-02,2025-06-03
ACC-102426,api_access,13,2025-01-19,2025-03-03
ACC-102426,integrations_salesforce,28,05/18/2026,2026-05-25
ACC-102426,team_permissions,44,04/13/2026,04/05/2026
ACC-102426,webhooks,49,2026-03-03,2026/05/30
ACC-102426,in_app_chat_support,70,04/28/2026,
ACC-102426,bulk_import,30,2026-01-08,05/17/2026
ACC-102648,api_access,19,07/02/2025,2025-08-13
ACC-102648,team_permissions,15,2025-08-10,07-Dec-2025
ACC-102648,sso_login,79,2025-03-19,2025-06-19
ACC-101814,api_access,6,2025-07-13,2025-07-23
ACC-101814,in_app_chat_support,52,2025-01-18,04/09/2025
ACC-101814,bulk_import,56,2025-03-02,2025-05-01
ACC-101814,custom_branding,8,2025-08-21,10/07/2025
ACC-102726,dashboard,3,2025-01-22,2025-09-19
ACC-102726,integrations_slack,40,10/20/2022,2026-01-16
ACC-102726,sso_login,31,2026-05-23,05/28/2026
ACC-102726,data_export,34,04-Feb-2022,19-Jan-2026
ACC-102726,mobile_app,44,2025-04-21,2025-07-27
ACC-102726,audit_logs,9,14-Oct-2024,2026-04-16
ACC-102726,advanced_analytics,17,2024/09/20,2025-04-12
ACC-102726,bulk_import,52,10/17/2023,2025-08-30
ACC-100773,dashboard,14,2025-09-19,04/09/2026
ACC-100773,integrations_slack,200,2026-02-06,15-May-2026
ACC-100773,custom_reports,41,02/07/2026,10/05/2026
ACC-100773,sso_login,15,31/10/2025,11/18/2025
ACC-100773,data_export,146,03/04/2026,03/31/2026
ACC-100773,billing_portal,17,2025-10-09,2026-01-16
ACC-100773,in_app_chat_support,112,2025-09-15,10/01/2025
ACC-100773,advanced_analytics,40,08/15/2025,2025-12-28
ACC-100773,bulk_import,76,2026/01/26,04/18/2026
ACC-102274,custom_reports,16,2024-05-10,06/14/2024
ACC-102274,sso_login,15,2024-05-31,07/04/2024
ACC-102274,mobile_app,19,2024-05-30,06/29/2024
ACC-102274,audit_logs,87,2024-05-17,
ACC-102274,webhooks,52,2024-05-17,26-May-2024
ACC-102274,billing_portal,40,2024-05-16,26-Jun-2024
ACC-102274,custom_branding,23,07-Jun-2024,22-Jun-2024
ACC-102274,sandbox_environment,25,2024-06-23,2024-06-26
ACC-101011,dashboard,76,2023-03-28,05/15/2023
ACC-101011,integrations_slack,7,06/04/2023,05/06/2023
ACC-101011,team_permissions,14,2023-05-26,30-May-2023
ACC-101011,data_export,53,2023-05-21,2023-05-28
ACC-101011,mobile_app,14,2023-03-31,2023-05-09
ACC-101011,webhooks,65,08-Apr-2023,2023/05/27
ACC-101011,billing_portal,41,2023-05-23,26-May-2023
ACC-101011,in_app_chat_support,20,2023-04-26,05/01/2023
ACC-101011,bulk_import,17,03/11/2023,2023/05/23
ACC-101011,sandbox_environment,52,2023-05-26,2023-06-04
ACC-104099,integrations_salesforce,60,19/12/2024,2026-05-16
ACC-103168,dashboard,51,12/21/2024,2025-01-15
ACC-103168,integrations_salesforce,260,2026-02-22,2026-03-20
ACC-103168,team_permissions,14,2024-12-07,02/12/2025
ACC-103168,sso_login,4,2025/04/28,08/16/2025
ACC-103168,data_export,262,2025-07-23,2025-11-07
ACC-103168,advanced_analytics,93,2025-01-27,2025-03-21
ACC-103168,bulk_import,20,2026-03-26,2026-04-15
ACC-104776,api_access,68,11/29/2023,2024-03-14
ACC-104776,workflow_automation,22,12/02/2024,2024-02-28
ACC-104776,custom_branding,6,2023-10-28,12/15/2023
ACC-101991,dashboard,58,02/14/2023,2024-02-24
ACC-101991,custom_reports,6,06/15/2023,21/09/2023
ACC-101991,mobile_app,9,05/04/2022,2022-05-15
ACC-101991,advanced_analytics,137,05/07/2023,07/26/2023
ACC-101277,api_access,9,2025-11-11,2026-04-14
ACC-101277,integrations_slack,30,2025/12/23,2026-04-01
ACC-101277,sso_login,114,2025-05-23,16-Sep-2025
ACC-101277,workflow_automation,137,2025-08-08,2026-05-17
ACC-101277,mobile_app,20,2024-08-21,10/17/2024
ACC-101277,audit_logs,51,2024-09-30,2026-05-30
ACC-101277,in_app_chat_support,60,02/05/2026,2026-05-04
ACC-101277,advanced_analytics,15,2025-01-09,2025/08/18
ACC-101277,custom_branding,5,2025-03-17,2025-09-06
ACC-101783,sso_login,6,2025-02-07,2025/08/30
ACC-101783,billing_portal,18,04/27/2025,04-Dec-2025
ACC-101783,in_app_chat_support,122,13/06/2025,2025-07-16
ACC-101783,bulk_import,19,2025-01-03,2025-02-08
ACC-101783,sandbox_environment,168,2025-04-02,
ACC-105990,mobile_app,1,2022-09-17,30-Oct-2022
ACC-105990,audit_logs,7,2022-12-02,2022-12-05
ACC-105990,in_app_chat_support,17,08/31/2022,
ACC-105990,advanced_analytics,32,07/10/2022,2022-10-23
ACC-105990,custom_branding,36,2022-08-24,12/02/2022
ACC-100446,dashboard,40,2025-03-08,20-Oct-2025
ACC-100446,api_access,120,2026-02-26,03/12/2026
ACC-100446,workflow_automation,18,28-Sep-2025,12-Apr-2026
ACC-100446,data_export,433,2025-07-16,04/08/2026
ACC-100446,mobile_app,20,06/28/2025,2026-04-16
ACC-100446,advanced_analytics,42,10/10/2025,2025-11-02
ACC-100446,bulk_import,26,2026-01-30,04/17/2026
ACC-100446,custom_branding,42,2025-08-13,03/29/2026
ACC-100880,integrations_salesforce,39,2025-12-31,2026-01-07
ACC-100880,custom_reports,25,03/14/2025,04/23/2026
ACC-100880,team_permissions,31,2025-07-30,08-Aug-2025
ACC-100880,bulk_import,29,07/05/2025,2025-11-26
ACC-100880,custom_branding,36,2026-04-23,2026-05-01
ACC-105528,api_access,7,2024-01-25,2024-01-27
ACC-105528,sso_login,9,12/19/2023,2024-01-09
ACC-105528,billing_portal,14,01/18/2024,2024-01-28
ACC-105425,api_access,27,2025/01/12,21-Jan-2026
ACC-105425,integrations_salesforce,6,11/22/2024,2025-04-10
ACC-105425,data_export,43,28-Nov-2025,03/08/2026
ACC-105425,audit_logs,61,2025-11-28,03-Jan-2026
ACC-105425,billing_portal,53,06/07/2025,06/17/2025
ACC-105425,sandbox_environment,18,2025/08/12,2025-08-30
ACC-102727,dashboard,20,30/06/2023,2025-10-29
ACC-102727,integrations_slack,5,17-Jan-2024,
ACC-102727,integrations_salesforce,7,2023-12-09,01/27/2025
ACC-102727,custom_reports,91,2024-09-02,2026-02-05
ACC-102727,team_permissions,6,2025-10-08,10/11/2025
ACC-102727,data_export,19,2025-05-05,2026-01-16
ACC-102727,mobile_app,47,2026-01-04,14-May-2026
ACC-102727,audit_logs,118,2024-04-08,2024-11-16
ACC-102727,webhooks,19,02/02/2025,2025-05-24
ACC-102727,billing_portal,10,03/23/2024,2026-03-17
ACC-102727,bulk_import,26,2024-01-03,2024/05/15
ACC-102727,custom_branding,7,2025-01-05,2026-04-27
ACC-103048,api_access,13,22/12/2025,2026-04-18
ACC-103048,sso_login,43,13/11/2025,2026-04-26
ACC-103048,workflow_automation,3,12/20/2025,
ACC-103048,sandbox_environment,42,30/08/2025,12/10/2025
ACC-100781,integrations_slack,4,12-Jun-2023,07-Jan-2025
ACC-100781,custom_reports,121,07/12/2025,2026-01-15
ACC-100781,webhooks,12,2024-08-25,09/27/2024
ACC-100781,bulk_import,58,28-Feb-2026,2026-03-01
ACC-100781,sandbox_environment,84,07/26/2025,2026-03-24
ACC-102651,dashboard,106,2025-09-29,2025-12-24
ACC-102651,webhooks,79,05/24/2023,10-Nov-2025
ACC-102651,billing_portal,35,01/26/2025,2025-04-07
ACC-102651,bulk_import,44,2024-05-10,15-May-2024
ACC-105914,integrations_salesforce,14,2024-08-16,13/09/2024
ACC-105914,team_permissions,13,2024/10/08,22/11/2024
ACC-105914,sso_login,26,2024-09-23,2024-10-22
ACC-105914,data_export,2,2024-10-27,11/16/2024
ACC-105914,in_app_chat_support,20,2024-10-19,2024-10-19
ACC-105914,bulk_import,11,2024-09-03,2024-09-26
ACC-105914,sandbox_environment,53,2024-08-07,08/14/2024
ACC-101749,integrations_slack,2,03/13/2025,2025-06-09
ACC-101749,sso_login,61,14-Jun-2025,2025-12-05
ACC-101749,workflow_automation,25,10/09/2025,2026-02-09
ACC-101749,audit_logs,2,08-Dec-2025,2025-12-13
ACC-101749,in_app_chat_support,6,2026/03/16,19-Apr-2026
ACC-101749,bulk_import,21,2026-05-17,24-May-2026
ACC-102126,api_access,13,05/09/2024,11-Jan-2025
ACC-102126,workflow_automation,16,2024-04-10,06-May-2024
ACC-102126,data_export,5,12-May-2022,05/14/2023
ACC-102126,audit_logs,117,2023/10/10,06/21/2024
ACC-102126,billing_portal,74,2023-01-28,04/18/2024
ACC-102126,bulk_import,7,07-Nov-2022,2024-09-06
ACC-102126,custom_branding,36,21-Jul-2022,
ACC-102126,sandbox_environment,25,2024-03-13,2024-09-20
ACC-103783,integrations_salesforce,83,30/12/2025,2026-04-01
ACC-103783,mobile_app,3,2025-01-27,2026-04-28
ACC-103783,in_app_chat_support,4,2025-06-01,06/24/2025
ACC-103783,advanced_analytics,23,2025-12-22,2026-03-27
ACC-102791,api_access,137,2023-04-16,2023-04-27
ACC-102791,workflow_automation,9,2023-01-27,07/31/2023
ACC-102791,billing_portal,45,2023-08-20,2023-09-12
ACC-102791,in_app_chat_support,6,2023-09-05,2023-10-15
ACC-102423,api_access,34,2024/01/22,19/08/2025
ACC-102423,integrations_slack,20,04/19/2024,08/04/2024
ACC-102423,custom_reports,11,2023-07-15,2023-12-25
ACC-102423,billing_portal,142,29-Dec-2023,18/06/2025
ACC-102423,custom_branding,16,04/10/2024,2025-04-13
ACC-105945,api_access,11,2024-10-19,2025-06-03
ACC-105945,integrations_slack,71,18/12/2024,2025-04-16
ACC-105945,sso_login,132,2025-10-20,2026-05-20
ACC-105945,workflow_automation,44,2024-03-30,2026-02-26
ACC-105945,data_export,37,05/11/2025,2025-10-13
ACC-105945,mobile_app,22,2025-10-09,2025-11-27
ACC-105945,audit_logs,17,2026-05-10,2026-05-25
ACC-105945,advanced_analytics,39,2024-02-08,
ACC-105945,custom_branding,35,2023-09-24,06/21/2024
ACC-105241,api_access,31,2025-09-13,2025-10-17
ACC-105241,workflow_automation,10,2025-06-29,13-Aug-2025
ACC-105241,audit_logs,112,2025/05/01,05-May-2025
ACC-100883,workflow_automation,13,2025-04-08,01-Sep-2025
ACC-100883,data_export,1,10/06/2025,02/26/2026
ACC-100883,advanced_analytics,20,2025-11-14,
ACC-100883,bulk_import,6,10-Nov-2025,2025-11-15
ACC-100883,custom_branding,41,2026-04-20,22/05/2026
ACC-100883,sandbox_environment,25,2025-06-09,
ACC-103455,workflow_automation,58,2023-01-31,10/07/2023
ACC-103455,mobile_app,5,2024-09-25,2025-08-29
ACC-103455,audit_logs,122,2025-09-08,12/05/2025
ACC-101091,dashboard,26,2024-08-12,2024-12-06
ACC-101091,api_access,36,2026-01-30,2026-03-22
ACC-101091,integrations_slack,6,2024-08-10,11/01/2024
ACC-101091,sso_login,136,2025-03-06,2026-04-27
ACC-101091,data_export,95,10/30/2024,2025-04-21
ACC-101091,mobile_app,22,2026-05-10,
ACC-101091,audit_logs,27,2024-08-06,2026-01-18
ACC-101091,webhooks,113,23-Nov-2025,2026-01-04
ACC-101091,in_app_chat_support,12,2025-07-02,07/01/2026
ACC-101091,advanced_analytics,46,01/01/2026,2026-01-07
ACC-101091,bulk_import,34,2025-03-08,04/16/2026
ACC-101091,custom_branding,9,20/07/2024,2024-09-02
ACC-104400,api_access,83,26-Sep-2025,11/08/2025
ACC-104400,integrations_salesforce,15,2023-10-15,2023-12-21
ACC-104400,sso_login,20,09/16/2023,28/07/2025
ACC-104400,workflow_automation,73,12/16/2024,2025-12-22
ACC-104400,in_app_chat_support,12,2025-01-19,01/21/2025
ACC-104400,advanced_analytics,30,2024-05-06,02/04/2026
ACC-104400,custom_branding,25,2024-02-19,02/14/2025
ACC-104400,sandbox_environment,40,05/04/2024,2025-07-25
ACC-104183,custom_reports,25,2024-07-31,08/18/2024
ACC-104183,sso_login,46,08/04/2024,2024-08-09
ACC-104183,data_export,2,2024-03-23,2024-04-23
ACC-104183,in_app_chat_support,8,03/07/2024,2024-07-13
ACC-104183,sandbox_environment,121,07/06/2024,2024-07-22
ACC-100531,dashboard,60,21-Aug-2025,2026-03-01
ACC-100531,team_permissions,983,2026-05-29,2026-06-01
ACC-100531,data_export,76,2026-05-01,2026-05-19
ACC-100531,advanced_analytics,13,2026-01-31,03-Apr-2026
ACC-100531,bulk_import,40,2026-01-11,2026-01-14
ACC-103694,dashboard,17,11-Jul-2023,2024-10-02
ACC-103694,api_access,39,02/10/2023,01/04/2025
ACC-103694,integrations_slack,39,09/04/2025,2025-06-10
ACC-103694,integrations_salesforce,19,2025-05-29,08/09/2025
ACC-103694,team_permissions,24,2022-11-28,2023-09-02
ACC-103694,sso_login,30,2023-12-10,
ACC-103694,workflow_automation,8,01/02/2025,05-Sep-2025
ACC-103694,mobile_app,32,2024-08-02,2025-12-03
ACC-103694,audit_logs,67,2024-05-26,05/07/2025
ACC-103694,webhooks,16,05/13/2026,2026/05/20
ACC-103694,billing_portal,39,2025-01-15,2026/03/18
ACC-103694,in_app_chat_support,13,2024-01-01,11-Jun-2024
ACC-103694,bulk_import,38,01/23/2025,07/03/2025
ACC-103694,custom_branding,18,2024-07-28,2025-08-26
ACC-103694,sandbox_environment,32,2023-02-23,06/21/2025
ACC-102438,dashboard,40,2025-12-12,2026-01-28
ACC-102438,api_access,127,03/08/2026,30/03/2026
ACC-102438,integrations_slack,8,20-Jun-2025,2025-08-20
ACC-102438,integrations_salesforce,18,2026-03-08,2026-03-10
ACC-102438,custom_reports,9,16-Apr-2026,25/05/2026
ACC-102438,sso_login,54,09-Jun-2025,2026-05-21
ACC-102438,workflow_automation,13,2025-11-02,12/23/2025
ACC-102438,data_export,15,2025-07-19,23-Dec-2025
ACC-102438,mobile_app,43,02/27/2026,03/15/2026
ACC-102438,in_app_chat_support,12,2025-10-24,11-Dec-2025
ACC-102438,advanced_analytics,33,2026-02-24,2026-04-21
ACC-104932,dashboard,71,2024-02-15,11/29/2024
ACC-104932,custom_reports,63,2026-04-12,2026-05-31
ACC-104932,workflow_automation,29,10/10/2025,05-Jan-2026
ACC-104932,mobile_app,9,08/15/2025,2025-10-02
ACC-104932,in_app_chat_support,30,15/12/2023,2024-05-08
ACC-104932,advanced_analytics,115,2025-04-27,2026-01-14
ACC-104932,bulk_import,18,2026-03-24,2026/04/23
ACC-104475,api_access,19,2022-05-19,14-Jul-2022
ACC-104475,integrations_slack,73,2022-04-20,2022-06-25
ACC-104475,integrations_salesforce,58,2022-08-03,2022-08-25
ACC-104475,custom_reports,155,04/16/2022,2022/08/23
ACC-104475,team_permissions,38,2022-04-24,2022-06-28
ACC-104475,in_app_chat_support,54,07/24/2022,26/07/2022
ACC-104475,sandbox_environment,20,2022-05-03,05/22/2022
ACC-104071,team_permissions,5,2024-08-03,2025/05/17
ACC-104071,sso_login,49,2025-12-07,2026-02-12
ACC-104071,workflow_automation,142,2024-04-03,2025-12-28
ACC-104071,bulk_import,41,2024-03-07,2026-05-21
ACC-104071,custom_branding,45,2026-01-01,03/20/2026
ACC-104982,integrations_slack,60,2026-01-15,2026-03-31
ACC-104982,in_app_chat_support,299,29/05/2026,2026-05-30
ACC-104982,advanced_analytics,12,2026-04-05,04/23/2026
ACC-104982,sandbox_environment,14,01/08/2026,2026-01-20
ACC-102290,dashboard,70,2023-03-14,03/11/2023
ACC-102290,integrations_slack,58,01/03/2023,12/11/2023
ACC-102290,integrations_salesforce,23,18/04/2023,2024-04-22
