subscription_id,account_id,plan_tier,seats,mrr,currency,discount_pct,billing_cycle,payment_method,start_date,end_date
SUB-004407,ACC-105138,Starter,6,84.66,USD,5,Monthly,Credit Card,2024-12-30,
SUB-004408,ACC-103821,Pro,1,213.20,USD,0,Annual,credit card,2023-10-16,2025-03-16
SUB-004409,ACC-101683,Starter,9,$92.12,USD,15,Monthly,Credit Card,02/15/2022,
SUB-004410,ACC-102248,Pro,1,192.66,USD,0,Annual,Credit Card,02/07/2022,12/07/2023
SUB-004411,ACC-100399,Enterprise,2,2429,GBP,5,Monthly,Credit Card,08-May-2024,10/08/2024
SUB-004412,ACC-105438,Starter,1,55,USD,0,Monthly,credit card,2022/04/25,2025-08-25
SUB-004413,ACC-104988,Starter,4,78.85,USD,0,Monthly,ACH,11/28/2023,
SUB-004414,ACC-100155,Pro,3,$ 245,USD,0,Monthly,Credit Card,22/01/2022,2023-02-22
SUB-004415,ACC-102295,Pro,1,$219.15,USD,0,Annual,Invoice,27-Apr-2024,2025-08-04
SUB-004416,ACC-102295,Enterprise,5,"$2,863.94",USD,20,Monthly,Credit Card,2025-08-04,
SUB-004417,ACC-103626,Starter,3,59.09,USD,0,Monthly,Credit Card,2023-01-28,2024-02-23
SUB-004418,ACC-103626,Enterprise,2,"$ 1,942",USD,25,Monthly,Credit Card,2024-02-23,2025-04-28
SUB-004419,ACC-104118,Starter,1,38,USD,25,Annual,ACH,2023-09-02,2026-04-02
SUB-004420,ACC-101089,Starter,3,$ 72,USD,0,Monthly,Credit Card,2022-06-29,11-Mar-2023
SUB-004421,ACC-101089,Business,2,666,USD,0,Monthly,Credit Card,2023-03-11,2024-05-11
SUB-004422,ACC-101089,Enterprise,2,"$2,345.61",USD,0,Monthly,,2024-05-11,2024-06-29
SUB-004423,ACC-103859,Pro,1,198,USD,0,Annual,Credit Card,07/14/2022,2023-06-29
SUB-004424,ACC-103859,Enterprise,6,"3,720.61",USD,0,Monthly,Credit Card,06/29/2023,2024-04-14
SUB-004425,ACC-102319,Enterprise,2,"2,140.25",USD,0,Monthly,,13/12/2024,2026-03-13
SUB-004426,ACC-102940,Business,2,$ 664,USD,15,Annual,Credit Card,03/08/2025,
SUB-004427,ACC-105143,Starter,3,67.41,EUR,0,Annual,Credit Card,2024-11-14,
SUB-004428,ACC-100288,Pro,6,326.60,USD,0,Monthly,Invoice,2025-03-23,
SUB-004429,ACC-100930,Starter,6,97,USD,0,Annual,Credit Card,02/05/2022,2024-03-05
SUB-004430,ACC-102909,Starter,4,72.15,USD,0,Annual,Credit Card,2023-06-30,2026-05-30
SUB-004431,ACC-103689,Enterprise,1,"$2,222.30",USD,0,Monthly,Credit Card,17/01/2022,
SUB-004432,ACC-105715,Business,1,602.32,USD,10,Monthly,credit card,2024-02-16,
SUB-004433,ACC-102884,Starter,4,$ 53,USD,20,Monthly,ACH,07/09/2022,2022-09-09
SUB-004434,ACC-104989,Pro,1,$ 220,USD,0,Monthly,ACH,01/27/2022,21-Mar-2025
SUB-004435,ACC-104989,Business,2,767.78,USD,0,Monthly,credit card,2025-03-21,29/01/2026
SUB-004436,ACC-104989,Pro,2,230.74,USD,0,Monthly,Invoice,01/29/2026,
SUB-004437,ACC-103312,Starter,2,$60.12,USD,0,Monthly,Credit Card,2022-03-29,
SUB-004438,ACC-105524,Pro,1,201.39,USD,0,Monthly,Credit Card,12-Oct-2023,
SUB-004439,ACC-103000,Starter,5,82.26,USD,0,Annual,ACH,2025-01-12,2025-05-12
SUB-004440,ACC-104511,Business,2,648,USD,0,Monthly,Invoice,2024-01-06,
SUB-004441,ACC-103509,Starter,3,$ 56,USD,5,Monthly,ACH,2023-10-21,
SUB-004442,ACC-102588,Starter,2,$ 67,USD,-10,Annual,Credit Card,09/20/2024,01/20/2025
SUB-004443,ACC-100942,Pro,8,376.37,USD,0,Monthly,credit card,04/08/2023,2024-12-31
SUB-004444,ACC-100942,Business,9,"$1,057.10",USD,15,Monthly,Credit Card,31/12/2024,
SUB-004445,ACC-102354,Pro,4,283.20,EUR,0,Monthly,Invoice,2022-08-05,09/05/2025
SUB-004446,ACC-104856,Business,5,"1,004.21",USD,0,Annual,Credit Card,11/11/2022,01/11/2025
SUB-004447,ACC-105247,Starter,5,$57.74,USD,25,Monthly,Credit Card,2024-12-21,
SUB-004448,ACC-105674,Starter,1,$ 50,USD,0,Monthly,Credit Card,2022-05-19,2023-06-19
SUB-004449,ACC-101698,Business,3,$ 783,USD,0,Monthly,ACH,2023-08-01,02/10/2024
SUB-004450,ACC-101698,Pro,3,283.98,USD,0,Annual,Invoice,02-Oct-2024,2024-12-01
SUB-004451,ACC-105728,Pro,1,$214.02,USD,0,Annual,Credit Card,10/08/2024,2025-02-26
SUB-004452,ACC-105728,Business,2,775.73,USD,0,Annual,Credit Card,2025-02-26,
SUB-004453,ACC-104445,Business,1,$687.11,USD,0,Monthly,credit card,02-Feb-2025,04-Jul-2025
SUB-004454,ACC-104445,Pro,2,256,USD,0,Annual,Credit Card,07/04/2025,2026-02-19
SUB-004455,ACC-104445,Enterprise,4,"3,102.53",USD,0,Annual,credit card,2026-02-19,
SUB-004456,ACC-103648,Starter,3,$ 72,USD,0,Monthly,Credit Card,01/13/2024,2024-06-13
SUB-004457,ACC-104093,Business,1,596.41,USD,0,Monthly,Credit Card,2022-01-03,2025-07-18
SUB-004458,ACC-104093,Starter,1,$54.17,USD,0,Monthly,Credit Card,2025-07-18,2025-08-20
SUB-004459,ACC-104093,Business,8,1163,USD,15,Monthly,,20/08/2025,
SUB-004460,ACC-104579,Pro,2,241.47,USD,0,Monthly,Credit Card,09/28/2023,
SUB-004461,ACC-100985,Enterprise,5,"$ 2,999",USD,15,Monthly,,2023-01-11,11/09/2024
SUB-004462,ACC-104041,Starter,5,63.58,USD,15,Monthly,credit card,2023-01-04,2023-05-04
SUB-004463,ACC-103195,Starter,1,48.23,USD,0,Monthly,Credit Card,04/15/2023,05-Jun-2023
SUB-004464,ACC-103195,Pro,1,$ 182,USD,0,Monthly,Invoice,06/05/2023,2023-07-15
SUB-004465,ACC-103254,Business,3,$840.23,USD,0,Monthly,Credit Card,03/21/2024,2025-04-17
SUB-004466,ACC-103254,Starter,8,100,USD,0,Monthly,Credit Card,2025-04-17,2025/08/21
SUB-004467,ACC-105809,Starter,2,53.47,USD,0,Annual,Credit Card,13-Jul-2022,2025-12-13
SUB-004468,ACC-100981,Enterprise,5,"3,147.12",USD,0,Monthly,Invoice,2024-10-11,2025-12-19
SUB-004469,ACC-100981,Starter,2,52.99,USD,0,Monthly,Invoice,2025-12-19,02/11/2026
SUB-004470,ACC-105167,Starter,4,$ 80,USD,0,Annual,Credit Card,2022-05-01,2022-08-03
SUB-004471,ACC-105167,Enterprise,2,2279,USD,0,Annual,ACH,2022-08-03,2024-10-01
SUB-004472,ACC-103357,Pro,3,$273.99,USD,0,Monthly,ACH,2025-04-01,
SUB-004473,ACC-105538,Pro,6,273.23,USD,25,Monthly,Invoice,2025/02/24,
SUB-004474,ACC-103544,Starter,1,49,USD,5,Annual,Credit Card,2023-09-23,2025-06-01
SUB-004475,ACC-103544,Enterprise,6,"$ 3,325",USD,0,Monthly,ACH,2025-06-01,
SUB-004476,ACC-104355,Business,3,853.37,USD,0,Monthly,Credit Card,02/01/2024,
SUB-004477,ACC-104965,Starter,5,$ 83,USD,0,Annual,Credit Card,2024-04-16,2026-02-16
SUB-004478,ACC-101473,Business,2,$ 759,USD,0,Monthly,ACH,2024/03/01,05/09/2024
SUB-004479,ACC-101473,Pro,3,265,USD,10,Monthly,Credit Card,,
SUB-004480,ACC-104614,Starter,1,53,USD,0,Annual,,2025-06-16,
SUB-004481,ACC-103454,Pro,2,230.79,USD,0,Monthly,Credit Card,2022-06-23,
SUB-004482,ACC-104824,Pro,2,234.75,USD,0,Annual,Credit Card,09/21/2023,2024/10/21
SUB-004483,ACC-101457,Starter,2,57.96,USD,0,Monthly,Credit Card,2023-02-02,2024-09-09
SUB-004484,ACC-101457,Enterprise,1,2280,USD,0,Monthly,credit card,2024-09-09,2025-04-29
SUB-004485,ACC-101457,Starter,7,81,USD,20,Annual,ACH,29/04/2025,
SUB-004486,ACC-101395,Business,3,$726.27,USD,0,Annual,Invoice,03/30/2025,
SUB-004487,ACC-100264,Starter,7,87.15,USD,0,Monthly,ACH,2023-12-15,
SUB-004488,ACC-102748,Enterprise,1,"2,152.42",USD,0,Monthly,Invoice,2023-01-18,
SUB-004489,ACC-103492,Business,2,726,USD,0,Annual,,28-May-2024,
SUB-004490,ACC-102692,Business,3,$797.34,USD,0,Annual,Credit Card,2022-05-30,30-May-2026
SUB-004491,ACC-103933,Pro,2,232.13,USD,0,Annual,,2023/01/09,2023-04-26
SUB-004492,ACC-103933,Starter,1,55.32,USD,0,Monthly,credit card,2023-04-26,2024-05-09
SUB-004493,ACC-100929,Pro,5,338,USD,0,Monthly,Credit Card,2024-06-10,2025-02-02
SUB-004494,ACC-100929,Enterprise,3,"$ 2,908",USD,0,Monthly,ACH,2025-02-02,2025-05-16
SUB-004495,ACC-100929,Starter,9,$119.80,USD,0,Monthly,Credit Card,2025/05/16,
SUB-004496,ACC-104279,Pro,1,162,USD,10,Annual,Credit Card,2023-02-03,11-Aug-2023
SUB-004497,ACC-104279,Starter,3,69.95,USD,0,Monthly,,11/08/2023,
SUB-004498,ACC-105725,Pro,3,$ 258,USD,0,Monthly,Invoice,2024-12-16,2025-04-18
SUB-004499,ACC-105725,Business,4,$826.68,USD,15,Annual,Credit Card,04/18/2025,
SUB-004500,ACC-102400,Business,1,$609.81,USD,0,Monthly,Invoice,2022-06-10,2023-10-23
SUB-004501,ACC-102400,Pro,4,325.56,USD,0,Monthly,Invoice,2023-10-23,2023-12-10
SUB-004502,ACC-102178,Enterprise,5,"2,973.96",USD,0,Monthly,Credit Card,2025-08-09,
SUB-004503,ACC-103918,Starter,3,48.83,USD,15,Annual,ACH,10/18/2024,18-Apr-2026
SUB-004504,ACC-100246,Pro,2,260.61,USD,0,Annual,,2024-08-24,08/11/2024
SUB-004505,ACC-100246,Enterprise,7,"3,493.55",USD,0,Monthly,Credit Card,2024-11-08,24/11/2024
SUB-004506,ACC-100246,Pro,2,260.61,USD,0,Monthly,Credit Card,24/11/2024,2024-11-24
SUB-004507,ACC-101594,Pro,3,$267.55,USD,0,Annual,ACH,2024/06/08,
SUB-004508,ACC-101758,Pro,4,272.53,USD,0,Monthly,Credit Card,20-Mar-2024,
SUB-004509,ACC-105923,Starter,1,52.62,USD,5,Monthly,Credit Card,2023-10-09,2024-05-09
SUB-004510,ACC-104092,Starter,2,56,USD,0,Annual,Credit Card,22-Jan-2025,
SUB-004511,ACC-100923,Business,3,$ 766,USD,0,Monthly,credit card,08/14/2025,
SUB-004512,ACC-105738,Starter,4,72,USD,0,Monthly,Credit Card,2025/05/24,08/24/2025
SUB-004513,ACC-100268,Starter,3,68.88,USD,0,Monthly,ACH,03/28/2022,2023-02-28
SUB-004514,ACC-100669,Business,5,934.10,USD,5,Annual,Credit Card,2024-07-04,
SUB-004515,ACC-103989,Pro,4,$ 270,USD,0,Annual,credit card,23/09/2023,23-Nov-2025
SUB-004516,ACC-101910,Pro,4,319.15,USD,0,Monthly,Credit Card,01/12/2025,
SUB-004517,ACC-105252,Starter,8,€95.50,EUR,0,Annual,Credit Card,04/14/2022,
SUB-004518,ACC-101152,Starter,12,133.19,USD,0,Annual,Credit Card,2024-07-15,
SUB-004519,ACC-105587,Starter,5,$72.21,USD,0,Annual,Credit Card,2024-10-22,2024-11-22
SUB-004520,ACC-104990,Business,2,$631.47,USD,5,Monthly,Credit Card,04/24/2022,2023-03-24
SUB-004521,ACC-105856,Enterprise,4,"2,899.23",USD,5,Monthly,Invoice,26-Apr-2022,06/13/2023
SUB-004522,ACC-105856,Pro,1,223,USD,0,Monthly,ACH,,2024-10-26
SUB-004523,ACC-104562,Starter,6,$84.77,USD,5,Monthly,Credit Card,2024-09-24,2025-09-24
SUB-004524,ACC-102696,Business,3,710.43,USD,0,Monthly,Credit Card,2023-02-26,2023-03-26
SUB-004525,ACC-102696,Enterprise,6,"3,890.37",USD,0,Monthly,credit card,03/26/2023,2023-03-26
SUB-004526,ACC-102591,Starter,2,59.23,USD,0,Annual,Credit Card,13-Jul-2022,2025/03/22
SUB-004527,ACC-102591,Business,5,$988.30,USD,0,Monthly,Credit Card,2025-03-22,
SUB-004528,ACC-105144,Pro,1,202,USD,0,Monthly,Invoice,2025-01-07,
SUB-004529,ACC-101781,Business,1,634,USD,0,Annual,Credit Card,31-Aug-2023,10/31/2024
SUB-004530,ACC-102413,Pro,3,$268.21,USD,0,Monthly,credit card,29-Jun-2022,05/05/2022
SUB-004531,ACC-103013,Starter,1,48,USD,10,Annual,credit card,02/27/2025,2025-06-27
SUB-004532,ACC-105313,Pro,1,$225.72,USD,0,Monthly,,2022/07/06,2024-10-06
SUB-004533,ACC-102307,Business,5,"1,012.29",USD,0,Monthly,Invoice,2022-05-16,29-Nov-2025
SUB-004534,ACC-102307,Starter,4,76.23,USD,0,Annual,Credit Card,2025-11-29,2026-02-13
SUB-004535,ACC-102307,Enterprise,1,"$ 1,974",USD,0,Monthly,Credit Card,2026-02-13,
SUB-004536,ACC-103165,Starter,5,$ 85,USD,0,Monthly,Credit Card,2022-02-09,07/09/2023
SUB-004537,ACC-100687,Pro,2,$261.07,USD,0,Annual,credit card,02/18/2022,2023-06-18
SUB-004538,ACC-101915,Starter,1,49.45,USD,5,Monthly,Credit Card,2024-05-02,01/02/2026
SUB-004539,ACC-105898,Starter,5,87.49,USD,0,Monthly,Credit Card,2024-04-15,23/06/2024
SUB-004540,ACC-105898,Business,2,644.44,USD,5,Monthly,Credit Card,2024-06-23,03/15/2025
SUB-004541,ACC-105898,Pro,3,$ 251,USD,0,Monthly,Credit Card,2025-03-15,15/04/2025
SUB-004542,ACC-100612,Starter,2,$ 53,USD,0,Annual,Credit Card,02/13/2023,2023-04-04
SUB-004543,ACC-100612,Enterprise,2,"1,905.01",USD,15,Annual,credit card,2023-04-04,02/19/2024
SUB-004544,ACC-100612,Business,3,741.85,USD,0,Monthly,Credit Card,19-Feb-2024,04/13/2024
SUB-004545,ACC-103071,Pro,3,$258.05,USD,0,Monthly,credit card,2025-06-25,
SUB-004546,ACC-103504,Enterprise,1,"2,134.47",USD,0,Monthly,Credit Card,2024-11-22,2025-01-18
SUB-004547,ACC-103504,Starter,3,$70.39,USD,0,Monthly,Credit Card,18/01/2025,2025-02-22
SUB-004548,ACC-102267,Starter,3,62.25,EUR,0,Annual,Credit Card,2023-08-06,
SUB-004549,ACC-105836,Starter,1,51,USD,0,Monthly,ACH,06/09/2022,01/06/2023
SUB-004550,ACC-102533,Starter,3,61.01,USD,0,Monthly,credit card,10/05/2022,2025-09-05
SUB-004551,ACC-100039,Pro,2,$222.40,USD,0,Monthly,Credit Card,2024-07-13,2024-11-21
SUB-004552,ACC-100039,Enterprise,2,"2,282.21",USD,0,Monthly,ACH,2024-11-21,
SUB-004553,ACC-101898,Starter,1,46.13,USD,0,Monthly,credit card,03/01/2025,
SUB-004554,ACC-101649,Business,2,$ 689,USD,0,Annual,Credit Card,2023-10-16,
SUB-004555,ACC-103573,Enterprise,3,"$ 2,713",USD,0,Annual,Credit Card,2024-04-25,2025-04-25
SUB-004556,ACC-100258,Pro,7,378,USD,0,Monthly,Credit Card,2022-10-10,06/10/2024
SUB-004557,ACC-102924,Business,4,$ 981,USD,0,Monthly,ACH,17-May-2025,03/03/2026
SUB-004558,ACC-102924,Pro,2,$ 254,USD,0,Annual,Credit Card,2026-03-03,05/21/2026
SUB-004559,ACC-102924,Business,4,803.08,USD,0,Annual,Credit Card,21/05/2026,
SUB-004560,ACC-102434,Starter,2,€ 64,EUR,0,Annual,Invoice,22/03/2024,2024-06-20
SUB-004561,ACC-102434,Business,1,646.55,EUR,0,Monthly,Invoice,2024-06-20,2024/10/22
SUB-004562,ACC-100847,Business,5,$889.30,USD,0,Monthly,Invoice,2022-01-21,
SUB-004563,ACC-102822,Enterprise,10,"4,287.85",GBP,0,Monthly,Credit Card,2023-08-22,2024-12-28
SUB-004564,ACC-102822,Starter,5,70.65,GBP,0,Annual,credit card,12/28/2024,
SUB-004565,ACC-104461,Starter,3,72.52,EUR,0,Annual,ACH,10/11/2023,26/02/2024
SUB-004566,ACC-104461,Business,1,615.76,EUR,0,Monthly,ACH,2024-02-26,
SUB-004567,ACC-105156,Pro,7,412,USD,0,Annual,Credit Card,03/05/2022,03-Sep-2023
SUB-004568,ACC-105627,Starter,1,44.52,USD,0,Monthly,Credit Card,01/18/2024,
SUB-004569,ACC-104082,Starter,7,73,GBP,25,Monthly,Invoice,2022-03-08,
SUB-004570,ACC-101233,Starter,1,$53.86,USD,0,Monthly,Credit Card,2024/06/06,2026/04/06
SUB-004571,ACC-101127,Business,2,704.38,USD,0,Monthly,Credit Card,2022-12-21,2024-05-21
SUB-004572,ACC-103592,Pro,5,310,USD,10,Monthly,ACH,26/07/2024,
SUB-004573,ACC-101967,Starter,1,51.89,USD,0,Annual,ACH,2024-10-27,2025-03-20
SUB-004574,ACC-101967,Business,5,943.67,USD,0,Monthly,Credit Card,2025/03/20,2026-04-27
SUB-004575,ACC-100558,Business,2,626.45,USD,0,Monthly,Credit Card,2024-11-19,20/11/2025
SUB-004576,ACC-100558,Enterprise,2,"$2,004.62",USD,5,Monthly,Credit Card,2025-11-20,
SUB-004577,ACC-100904,Pro,2,£210.06,GBP,0,Monthly,Credit Card,2023-12-17,2024-11-17
SUB-004578,ACC-102614,Starter,3,$ 66,USD,0,Annual,ACH,2025-07-12,12-Dec-2025
SUB-004579,ACC-103143,Pro,1,205.54,USD,0,Monthly,ACH,2024-12-23,23-Feb-2025
SUB-004580,ACC-100484,Pro,1,$ 226,USD,0,Monthly,Credit Card,2024-09-19,
SUB-004581,ACC-102211,Pro,2,193.69,USD,20,Annual,credit card,09/22/2023,
SUB-004582,ACC-101320,Starter,2,53.37,USD,0,Monthly,Credit Card,10/11/2024,
SUB-004583,ACC-104685,Starter,5,74,USD,0,Monthly,ACH,2023-02-05,
SUB-004584,ACC-102555,Business,1,584.76,USD,0,Monthly,Credit Card,05/21/2022,02-Oct-2025
SUB-004585,ACC-102555,Pro,10,$484.44,USD,0,Monthly,credit card,2025-10-02,
SUB-004586,ACC-100007,Starter,2,$ 55,USD,0,Monthly,Credit Card,2022-09-30,2022-11-04
SUB-004587,ACC-100007,Business,2,506.55,USD,25,Monthly,credit card,2022-11-04,2023-06-30
SUB-004588,ACC-102315,Starter,4,64.70,USD,0,Monthly,Invoice,01/02/2022,
SUB-004589,ACC-105150,Starter,3,55.23,EUR,20,Monthly,ACH,2024-03-13,2024-06-07
SUB-004590,ACC-105150,Pro,1,222.39,EUR,0,Annual,Credit Card,06/07/2024,
SUB-004591,ACC-104443,Pro,3,$287.50,USD,0,Monthly,Credit Card,27/05/2023,
SUB-004592,ACC-104374,Starter,5,81.11,USD,0,Annual,Credit Card,02/18/2022,2023-09-18
SUB-004593,ACC-105343,Pro,2,226.63,USD,0,Monthly,Credit Card,2023-07-08,2024-11-08
SUB-004594,ACC-101450,Pro,4,285.06,USD,0,Monthly,Invoice,09/22/2024,
SUB-004595,ACC-101201,Starter,8,93.44,USD,0,Annual,Invoice,08/14/2023,2024-03-09
SUB-004596,ACC-101201,Enterprise,1,2260,USD,0,Monthly,Credit Card,2024-03-09,26/09/2025
SUB-004597,ACC-101201,Starter,2,$55.62,USD,0,Monthly,Credit Card,09/26/2025,
SUB-004598,ACC-102426,Starter,5,78.42,USD,0,Monthly,Credit Card,10/01/2025,
SUB-004599,ACC-102648,Starter,2,58.74,USD,0,Annual,Invoice,2024/11/10,12/10/2025
SUB-004600,ACC-101814,Starter,2,52.98,GBP,0,Monthly,Credit Card,10/20/2024,10/20/2025
SUB-004601,ACC-102726,Business,3,822.41,USD,0,Annual,ACH,2022-02-01,
SUB-004602,ACC-100773,Pro,3,$ 268,USD,0,Annual,ACH,06/30/2025,
SUB-004603,ACC-102274,Pro,3,247.71,USD,0,Monthly,Invoice,2024-05-05,05-Jul-2024
SUB-004604,ACC-101011,Business,6,"$ 1,202",USD,0,Annual,Invoice,2023-03-04,2023-06-04
SUB-004605,ACC-104099,Starter,1,41,GBP,25,Monthly,Credit Card,2024-08-26,
SUB-004606,ACC-103168,Business,5,896.36,USD,0,Monthly,ACH,11/23/2024,
SUB-004607,ACC-104776,Starter,4,78,USD,0,Monthly,Credit Card,12/13/2022,06/13/2024
SUB-004608,ACC-101991,Starter,2,51.45,USD,0,Monthly,,2022-02-20,2022-10-22
SUB-004609,ACC-101991,Pro,2,$ 245,USD,0,Annual,Credit Card,10/22/2022,2024-07-20
SUB-004610,ACC-101277,Pro,3,$266.09,USD,0,Monthly,Invoice,10-Aug-2024,02-Feb-2026
SUB-004611,ACC-101277,Business,6,"1,124.05",USD,0,Monthly,Invoice,02/02/2026,
SUB-004612,ACC-101783,Starter,2,39,USD,25,Monthly,ACH,10/12/2024,2025-10-13
SUB-004613,ACC-101783,Business,2,619.99,USD,0,Monthly,ACH,2025-10-13,2025/11/15
SUB-004614,ACC-101783,Pro,3,$240.61,USD,0,Monthly,Credit Card,2025-11-15,2025-12-10
SUB-004615,ACC-105990,Starter,2,$51.36,USD,0,Monthly,Credit Card,2022-08-07,12/07/2022
SUB-004616,ACC-100446,Pro,9,403,USD,0,Monthly,Invoice,2025/01/12,
SUB-004617,ACC-100880,Pro,1,202.22,USD,0,Monthly,Credit Card,06-Mar-2025,
SUB-004618,ACC-105528,Starter,3,59.88,GBP,0,Monthly,Credit Card,03/11/2023,03-Feb-2024
SUB-004619,ACC-105425,Starter,2,59.57,USD,0,Monthly,Credit Card,2023-08-14,03/23/2026
SUB-004620,ACC-105425,Enterprise,3,"$ 2,640",USD,0,Monthly,Credit Card,03/23/2026,
SUB-004621,ACC-102727,Business,2,£768.96,GBP,0,Annual,Invoice,05/30/2023,2025-05-03
SUB-004622,ACC-102727,Pro,3,235,GBP,0,Monthly,Credit Card,2025-05-03,
SUB-004623,ACC-103048,Pro,2,€213.99,EUR,0,Monthly,Credit Card,2024-12-28,
SUB-004624,ACC-100781,Pro,2,$ 210,USD,0,Monthly,Invoice,2023-02-25,2026-04-25
SUB-004625,ACC-102651,Starter,1,49.49,USD,0,Annual,Credit Card,01/12/2023,
SUB-004626,ACC-105914,Business,1,€ 735,EUR,-10,Monthly,Credit Card,2024/07/30,2024-11-30
SUB-004627,ACC-101749,Pro,3,237.88,USD,0,Monthly,Credit Card,2024-08-09,
SUB-004628,ACC-102126,Pro,2,208,USD,0,Annual,Credit Card,2022-02-23,22-Jul-2024
SUB-004629,ACC-102126,Enterprise,6,"$3,449.21",USD,0,Monthly,Credit Card,22-Jul-2024,2025-02-23
SUB-004630,ACC-103783,Starter,2,63,EUR,0,Monthly,Credit Card,2024-12-05,
SUB-004631,ACC-102791,Starter,1,55.91,USD,0,Annual,Credit Card,20/10/2022,2023-10-20
SUB-004632,ACC-102423,Pro,3,$192.58,USD,20,Annual,Credit Card,2023-04-01,05/07/2024
SUB-004633,ACC-102423,Business,3,$ 675,USD,20,Monthly,ACH,05/07/2024,
SUB-004634,ACC-105945,Business,1,619.07,USD,0,Monthly,Credit Card,2023-05-10,2025-07-19
SUB-004635,ACC-105945,Starter,4,78.52,USD,0,Annual,Invoice,2025-07-19,
SUB-004636,ACC-105241,Starter,2,$ 40,USD,25,Monthly,Credit Card,2025-03-30,13/07/2025
SUB-004637,ACC-105241,Enterprise,4,3328,USD,0,Monthly,Credit Card,07/13/2025,2025-11-30
SUB-004638,ACC-100883,Business,4,937,USD,0,Monthly,credit card,2024-02-03,
SUB-004639,ACC-103455,Starter,8,£114.90,GBP,0,Monthly,Credit Card,07/03/2022,10/25/2025
SUB-004640,ACC-103455,Business,2,£ 786,GBP,-10,Monthly,credit card,10/25/2025,25-May-2026
SUB-004641,ACC-103455,Enterprise,1,"£1,864.69",GBP,0,Annual,Credit Card,25/05/2026,
SUB-004642,ACC-101091,Business,3,708.44,USD,0,Monthly,Credit Card,07-Jul-2024,2025-05-25
SUB-004643,ACC-101091,Enterprise,3,"$2,759.97",USD,0,Monthly,Credit Card,2025-05-25,
SUB-004644,ACC-104400,Business,5,906.21,USD,0,Monthly,Credit Card,2023-09-12,
SUB-004645,ACC-104183,Starter,4,58.45,USD,25,Monthly,Credit Card,2024-03-20,2024-08-20
SUB-004646,ACC-100531,Starter,2,$61.07,USD,0,Annual,Invoice,07/05/2025,2026-01-22
SUB-004647,ACC-100531,Enterprise,3,"2,260.18",USD,10,Monthly,Credit Card,22/01/2026,
SUB-004648,ACC-103694,Enterprise,11,"£4,668.40",GBP,0,Monthly,Credit Card,2022-09-26,2024-10-15
SUB-004649,ACC-103694,Starter,1,£ 50,GBP,0,Monthly,Credit Card,10/15/2024,
SUB-004650,ACC-102438,Enterprise,3,"$1,780.18",USD,25,Monthly,Credit Card,22-May-2025,
SUB-004651,ACC-104932,Starter,2,56.13,EUR,0,Monthly,Invoice,22/11/2023,
SUB-004652,ACC-104475,Enterprise,2,"2,567.22",USD,0,Monthly,credit card,2022-04-09,2022/09/09
SUB-004653,ACC-104071,Business,4,815,USD,0,Monthly,Credit Card,2023-12-07,
SUB-004654,ACC-104982,Starter,1,52.20,USD,0,Annual,credit card,27/06/2025,
SUB-004655,ACC-102290,Business,1,651,USD,0,Annual,Credit Card,15/10/2022,2024-05-31
SUB-004656,ACC-102290,Pro,1,166.43,USD,10,Monthly,credit card,2024-05-31,2024-10-15
SUB-004657,ACC-101727,Pro,2,$ 224,USD,0,Monthly,Credit Card,2023-02-28,2026/02/19
SUB-004658,ACC-101727,Starter,4,69,USD,0,Monthly,credit card,2026/02/19,2026-04-03
SUB-004659,ACC-101727,Pro,4,325.19,USD,0,Monthly,Credit Card,2026-04-03,
SUB-004660,ACC-100610,Pro,1,213,USD,0,Monthly,credit card,09/09/2024,10/01/2025
SUB-004661,ACC-100610,Starter,3,61,USD,0,Monthly,Credit Card,01/10/2025,
SUB-004662,ACC-100570,Starter,1,34.18,USD,25,Annual,ACH,24/01/2025,24/03/2025
SUB-004663,ACC-103886,Pro,7,430.57,USD,0,Annual,ACH,06/06/2022,2022/11/06
SUB-004664,ACC-101317,Pro,2,$220.54,USD,0,Monthly,Credit Card,2022-08-31,2023-05-31
SUB-004665,ACC-101317,Enterprise,2,"2,320.25",USD,0,Monthly,Credit Card,2023-05-31,2024-12-31
SUB-004666,ACC-100343,Business,2,753.23,USD,0,Monthly,ACH,31-Jan-2023,
SUB-004667,ACC-100587,Pro,2,$ 193,USD,15,Monthly,Credit Card,2024-02-12,2026-02-12
SUB-004668,ACC-104742,Business,4,633.70,USD,25,Monthly,ACH,2022-08-17,2023-02-17
SUB-004669,ACC-100636,Pro,5,$ 363,USD,0,Monthly,ACH,02/02/2023,08/21/2025
SUB-004670,ACC-100636,Business,2,729.63,USD,5,Monthly,Credit Card,08/21/2025,
SUB-004671,ACC-100434,Starter,1,51,USD,0,Annual,Credit Card,2022-08-29,
SUB-004672,ACC-101903,Starter,3,$58.61,USD,0,Annual,Credit Card,27-Sep-2022,05-Jun-2024
SUB-004673,ACC-101903,Business,4,995.95,USD,0,Monthly,Credit Card,06/05/2024,2024-07-10
SUB-004674,ACC-101903,Enterprise,3,"2,428.50",USD,5,Monthly,Credit Card,2024-07-10,2024-10-27
SUB-004675,ACC-103215,Enterprise,4,"$2,439.16",USD,10,Annual,Invoice,2024-04-17,
SUB-004676,ACC-100097,Business,2,503,USD,25,Monthly,ACH,2024-07-07,07/05/2025
SUB-004677,ACC-103268,Business,7,"€ 1,294",EUR,0,Monthly,Credit Card,20/03/2023,2023/04/20
