account_id,company_name,industry,country,company_size_employees,plan_tier,acquisition_channel,sales_rep_id,signup_date,churn_date,is_trial_converted
ACC-104623,Watson PLC,,Spain,20.0,Starter,Sales-Led,REP-025,2023-08-28,10/28/2025,True
ACC-101613,Jensen-Branch,,India,26.0,pro,Paid Ads,,2023-06-06,,True
ACC-102883,Thomas and Sons,Healthcare,United States,26.0,pro,Referral,,2024-01-03,,False
ACC-104354,"Ortiz, Hoffman and Fuller",Media,United States,56.0,Pro,Partner,,2023-09-04,2025-08-04,True
ACC-105460,Moore Ltd,E-commerce,Germany,12.0,Starter,Organic Search,,23-Sep-2024,10/23/2024,True
ACC-103632,Gaines-Adams,Healthcare,Sweden,28.0,Pro,Content/SEO,,2022/02/15,,True
ACC-100962,Chavez-Hall,Logistics,Japan,,Starter,Content/SEO,,2025-06-13,,True
ACC-105476,Garrett-Taylor LLC,Real Estate,India,340.0,Business,Referral,,08/01/2024,,True
ACC-102510,Rodriguez-Ramirez,Education,United States,,Pro,Sales-Led,REP-006,08/02/2024,,True
ACC-105711,Burns Inc,Manufacturing,Canada,8.0,Starter,,,2023-10-28,2024-09-28,False
ACC-104628,Mendoza-Lewis,Consulting,Brazil,,Starter,Referral,,15/05/2023,,True
ACC-104686,  Davis Ltd  ,E-commerce,United Kingdom,47.0,Business,Content/SEO,,2024-03-13,,True
ACC-100359,Boone-Simmons,Logistics,United States,12.0,Pro,Paid Ads,,2023-03-09,11/09/2024,True
ACC-101246,Aguilar-Bender,Logistics,Netherlands,7.0,Starter,Sales-Led,REP-024,2025/06/27,,True
ACC-103408,Thomas Ltd,Healthcare,U.K.,26.0,Pro,Partner,,2024-11-17,,True
ACC-104229,"Elliott, Villarreal and Sosa",FinTech,Germany,84.0,Business,Sales-Led,REP-030,26-Jan-2025,,True
ACC-102415,"Zhang, Cunningham and Kline",FinTech,India,,Pro,Paid Ads,,2022/09/11,,True
ACC-105660,"Austin, Reynolds and Jenkins",Media,Brazil,431.0,Enterprise,Sales-Led,REP-029,2023-06-20,,True
ACC-105135,"Fowler, Andrews and Rodriguez",E-commerce,U.K.,312.0,enterprise,Paid Ads,REP-038,,,False
ACC-102185,Boyd LLC,Manufacturing,Japan,3.0,Starter,Organic Search,,2025-06-26,,True
ACC-104102,Graham-Joyce,E-commerce,Sweden,34.0,Business,Sales-Led,REP-031,02/24/2024,,True
ACC-102567,Aguirre-Bennett,Media,Canada,50.0,Pro,Organic Search,,2025/05/18,,True
ACC-103423,"Morgan, Espinoza and Buchanan",Education,United Kingdom,37.0,Pro,Content/SEO,,2022/04/27,2026-04-27,True
ACC-102037,"Wilson, Johnson and Williamson",Logistics,Canada,2.0,Starter,Sales-Led,REP-039,2025-04-26,,True
ACC-105168,"MARTINEZ, GARCIA AND WOOD",FinTech,united kingdom,139.0,Business,Organic Search,,2023-07-10,03/10/2025,True
ACC-100772,Thomas-Jackson,,India,31.0,Business,Sales-Led,REP-032,2024/05/06,,False
ACC-101284,Robertson-Hicks,media,United States,19.0,Starter,Referral,,2022-02-24,2024/08/24,True
ACC-105593,Chapman and Sons,Real Estate,Germany,371.0,Business,Sales-Led,REP-003,2022-03-19,,True
ACC-103562,Craig-Wade,Manufacturing,Japan,52.0,Pro,Paid Ads,,05/16/2022,2024-01-16,True
ACC-105761,Lowery and Sons,Logistics,Netherlands,14.0,Starter,Content/SEO,,05/27/2023,2024-05-27,True
ACC-102587,"Lopez, Nichols and Clarke",Logistics,India,33.0,Business,Sales-Led,REP-021,09/02/2024,2026-04-02,True
ACC-105561,Jones LLC,logistics,Canada,3.0,Starter,Content/SEO,,2024-11-24,,True
ACC-101414,PEREZ-MCCARTY,E-commerce,Australia,39.0,Starter,Sales-Led,REP-038,01/08/2024,12/01/2024,True
ACC-101234,Holt and Sons,Education,USA,5.0,starter,Content/SEO,,09/03/2023,2023-10-09,True
ACC-103931,Schneider-Matthews,SaaS,Spain,4.0,Starter,Content/SEO,,03/11/2022,,False
ACC-100435,Cox LLC,Logistics,France,636.0,Enterprise,Content/SEO,REP-039,2023-08-06,,True
ACC-101674,Lee Group.,media,Germany,19.0,Pro,Organic Search,,2022-03-05,,True
ACC-103299,Lane Ltd,real estate,Spain,,Pro,Organic Search,,2023-09-04,,True
ACC-100365,"Wilson, Pena and Rich",Manufacturing,united states,524.0,Business,Paid Ads,,22-Aug-2023,22-Oct-2023,False
ACC-105527,Smith Group,Real Estate,United Kingdom,10.0,Starter,Partner,,2024/11/22,,True
ACC-100231,"Choi, Garcia and Farmer",Logistics,Sweden,6.0,Starter,Partner,,11-Aug-2025,,False
ACC-105174,"Mccarthy, Hanson and Garrett",Consulting,Germany,238.0,Business,Content/SEO,,02/15/2025,,True
ACC-100147,"HOLMES, WILLIAMS AND WRIGHT",Education,Germany,6.0,Starter,Referral,,24/08/2022,2022-12-24,True
ACC-105342,Roberson and Sons,,United Kingdom,5.0,Starter,Sales-Led,REP-010,02/08/2025,,True
ACC-103088,"Hanna, Watson and Miles",SaaS,United States,7.0,Starter,Referral,,2023-11-27,,True
ACC-104794,  Marshall and Sons  ,Manufacturing,United Kingdom,272.0,Business,Content/SEO,,2025-01-21,,True
ACC-103554,"Alexander, Adams and Huff",,United States,25.0,Pro,Partner,,11-Apr-2025,2025-07-11,True
ACC-100407,Roberts-Sullivan,Education,United States,43.0,Pro,Sales-Led,REP-020,2024-02-18,06/18/2024,True
ACC-105619,Kline-Peterson,SaaS,United States,283.0,Business,Content/SEO,,2022-04-15,2022-07-15,True
ACC-103692,"Espinoza, Wells and Stewart",Healthcare,India,47.0,Starter,Organic Search,,2025-08-27,,True
ACC-103456,Nielsen-King LLC,SaaS,United States,13.0,Starter,Organic Search,,2024/08/11,2024-12-11,True
ACC-102090,"Olsen, Walker and Vincent",Consulting,,3.0,Starter,Partner,,2022-07-01,02/01/2023,True
ACC-100086,"Ferrell, Jones and Lewis",Education,United Kingdom,6.0,Starter,Partner,,2023-06-25,,True
ACC-103576,"Williams, Rodgers and Kelly",Consulting,Germany,48.0,Business,Paid Ads,,2024-01-22,,True
ACC-103271,Li-Gonzalez,FinTech,Spain,367.0,Business,Organic Search,,2022-04-14,14-May-2022,True
ACC-100844,Adams PLC,Manufacturing,Brazil,44.0,Starter,Paid Ads,,2023-12-25,,True
ACC-101031,"Jones, Scott and Rodriguez",,Canada,5.0,Starter,Sales-Led,REP-031,2022-12-05,2025-06-05,True
ACC-104857,  Gibson Ltd  ,Manufacturing,United States,13.0,Pro,Paid Ads,,2023-05-28,,True
ACC-104674,Ward Inc,Real Estate,Brazil,284.0,Enterprise,,REP-028,09/25/2022,,False
ACC-105562,Stephenson Ltd,Consulting,Brazil,65.0,Business,Referral,,2025-03-18,,False
ACC-102987,"Garcia, Lopez and Vaughan Inc.",FinTech,United Kingdom,520.0,Enterprise,Organic Search,REP-022,12-Oct-2023,,True
ACC-104409,Martin Ltd,Media,Netherlands,9.0,Starter,Paid Ads,,,2026-04-24,False
ACC-102628,PORTER LTD,Manufacturing,United States,235.0,Business,Partner,,12-Jul-2024,09/12/2024,True
ACC-103864,"Faulkner, Welch and Hoffman",Education,France,8.0,Starter,Organic Search,,2023-05-28,,True
ACC-103887,"Walker, Lynch and Gordon",Media,UK,118.0,Business,Organic Search,,2024/02/22,,True
ACC-100855,Werner-Carter,Education,Japan,,Pro,Partner,,19/11/2022,2024-02-19,True
ACC-103003,"Velazquez, Gordon and Johnson",Real Estate,Netherlands,8.0,Pro,Paid Ads,,08/31/2025,,True
ACC-100078,Jones Inc,Education,Singapore,3.0,Starter,Referral,,2023-02-23,,True
ACC-102992,"Hill, Silva and Miller",Consulting,India,134.0,Business,Organic Search,,23/03/2023,,True
ACC-102247,Jackson-Bradley,Real Estate,United States,6.0,Starter,Referral,,2024-08-01,,True
ACC-105965,Taylor and Sons,Manufacturing,Singapore,826.0,Enterprise,Content/SEO,REP-031,2024-05-08,,True
ACC-105555,Hernandez Group,SaaS,Singapore,11.0,Starter,Partner,,01/28/2024,,False
ACC-105703,Kane Inc,Consulting,Germany,2367.0,Enterprise,Content/SEO,,2024-05-17,06/17/2025,True
ACC-100758,Miller-Montgomery,Manufacturing,,148.0,Pro,Content/SEO,,2022-01-04,12/04/2022,True
ACC-104166,Stewart LLC,,United States,23.0,Starter,Partner,,14-Feb-2025,,True
ACC-103355,"Thompson, Lozano and Bailey",E-commerce,United States,11.0,Starter,Referral,,2025-06-06,,True
ACC-100788,"Clark, Salinas and Guerra",SaaS,France,3.0,Starter,Content/SEO,,15-Dec-2024,2026-01-15,True
ACC-102279,White Group,Manufacturing,United States,17.0,Starter,Content/SEO,,24/05/2023,08/24/2023,True
ACC-103781,Watkins-Neal,Consulting,France,74.0,Pro,Paid Ads,,04/06/2024,,False
ACC-104306,"Martin, Payne and Stewart",E-commerce,Japan,35.0,Pro,Referral,,2025-06-27,,True
ACC-105049,"Miller, Wolf and Murray",FinTech,Australia,36.0,Starter,Content/SEO,,2024-10-22,,True
ACC-104840,Lopez-Jimenez,education,Canada,14.0,Pro,Referral,,2023-07-19,06/19/2024,True
ACC-103631,Lamb-Coleman,Logistics,United States,32.0,Pro,Referral,,2023-09-04,,True
ACC-105931,Rosario-Mclean,Healthcare,France,688.0,Business,Sales-Led,REP-025,2022-03-04,2024-08-04,True
ACC-103867,"Mcdonald, Moore and Richards",Consulting,Australia,37.0,Pro,Paid Ads,,09/06/2023,,True
ACC-102176,Pearson LLC,Healthcare,Singapore,459.0,Business,,,05/05/2024,,False
ACC-100424,Welch-Hogan,Consulting,United Kingdom,544.0,Enterprise,Referral,REP-025,03/17/2023,2024-12-17,True
ACC-100392,Webster Inc,Consulting,Brazil,11.0,Pro,Paid Ads,,2024-01-01,,True
ACC-104535,"Nelson, Johnson and Hart",SaaS,Australia,14.0,Pro,Referral,,2022-08-12,2024-07-12,False
ACC-105747,"Dunn, Johnson and Mora",Manufacturing,Australia,4.0,Pro,Referral,,25/08/2023,02/25/2024,True
ACC-102239,"Serrano, Marsh and Gonzalez",Healthcare,Canada,76.0,Business,Sales-Led,REP-034,04-Sep-2023,09/04/2025,True
ACC-100104,Nolan-Flynn,Manufacturing,Netherlands,80.0,business,Referral,,09/01/2023,,True
ACC-102672,Jones-Kelley,Real Estate,India,763.0,Enterprise,Content/SEO,REP-026,2025-08-30,2026-04-30,False
ACC-105565,Garcia Group.,SaaS,Great Britain,149.0,Business,Partner,,22/08/2023,,True
ACC-103749,"  Wilkinson, Everett and Collins  ",E-commerce,USA,17.0,Starter,Referral,,2023-11-25,25/05/2026,True
ACC-102068,"Quinn, Smith and Green",SaaS,United Kingdom,153.0,Business,Organic Search,,06-Oct-2023,,False
ACC-104091,"SULLIVAN, HANEY AND CHAVEZ",Consulting,UK,3.0,Starter,Referral,,03/21/2025,,False
ACC-103493,Deleon-Carter,Education,Australia,10.0,Starter,Content/SEO,,02/03/2022,2022/04/02,True
ACC-101948,"Williams, Medina and Moore",,United States,69.0,Pro,Sales-Led,REP-008,2024-05-06,,False
ACC-101459,King-Garrison,Media,India,58.0,Business,Sales-Led,REP-024,07/01/2024,,False
ACC-101768,Edwards-Roth,E-commerce,United States,13.0,Starter,Sales-Led,REP-027,2024-06-05,2025-02-05,True
ACC-103298,Barnett-Boyd,E-commerce,Brazil,,Business,Organic Search,,09-May-2023,,True
ACC-104085,"Thomas, Doyle and Rosales",Consulting,Japan,9.0,Starter,Organic Search,,2022-01-09,09/05/2024,True
ACC-103945,Knight-Wright,Media,Spain,,Pro,Referral,,04/28/2023,28/05/2023,True
ACC-105824,Barker Ltd,Healthcare,Canada,68.0,Business,Referral,,2023-12-29,,True
ACC-101587,"Wright, Scott and Evans",Consulting,India,265.0,Business,Organic Search,,02/22/2023,,True
ACC-104704,Wright-Roberts,Manufacturing,France,12.0,Starter,Organic Search,,2022-04-10,,True
ACC-101731,Moore-Murray,SaaS,,9.0,Starter,,,2024-08-02,2024/09/02,True
ACC-105795,"Ray, Guerra and Lopez",Logistics,Australia,23.0,Pro,Content/SEO,,2025-04-24,,True
ACC-105880,"Howard, Hayden and Smith",Education,Singapore,848.0,Enterprise,Organic Search,,01/22/2025,,True
ACC-100182,Jackson-Lawson,Real Estate,Canada,2.0,Starter,,,2023-11-02,02/10/2024,True
ACC-101791,George Ltd,E-commerce,India,4.0,Starter,Paid Ads,,2024-12-06,,True
ACC-102355,"Brown, Orozco and Butler",,France,,Pro,Content/SEO,,28/07/2024,,True
ACC-101940,Montgomery PLC,Real Estate,Singapore,8.0,Pro,Organic Search,,05/05/2024,,True
ACC-100702,  Burgess Group  ,Media,Australia,169.0,enterprise,Partner,REP-020,03/15/2025,,True
ACC-102442,Berry-Knight,Real Estate,United States,127.0,Business,Referral,,2024-02-18,,True
ACC-105733,Schneider Inc,healthcare,United States,699.0,Enterprise,Sales-Led,REP-025,10/04/2022,,False
ACC-100496,Blackwell LLC,,united states,16.0,Starter,Paid Ads,,03/27/2025,02/27/2026,True
ACC-104728,Sanchez Inc,Education,Canada,30.0,Business,Sales-Led,REP-016,2025-06-14,,False
ACC-100464,"Rosales, Mitchell and Hines",Healthcare,Canada,3.0,starter,Content/SEO,,10/29/2023,2025-05-29,True
ACC-103912,"Molina, Rodriguez and Jackson",Media,Canada,90.0,Business,Sales-Led,REP-009,2024-05-05,,True
ACC-105985,Ewing Inc,Manufacturing,Canada,13.0,Starter,Content/SEO,,2023-08-10,2025-04-10,True
ACC-100172,White-Green,SaaS,USA,26.0,Pro,,,26-Jun-2024,,True
ACC-102020,Huber-Montgomery,Logistics,Australia,1.0,Starter,Sales-Led,REP-014,10/13/2024,,True
ACC-105833,Manning and Sons,consulting,Sweden,260.0,Enterprise,Content/SEO,REP-021,2023-01-25,,True
ACC-103764,Kelly-Cox,FinTech,United Kingdom,887.0,Enterprise,Sales-Led,REP-033,2022-09-24,,True
ACC-105417,Valdez-Park,,Canada,5.0,Starter,Paid Ads,,2025-02-12,2025-10-12,True
ACC-102540,"Williams, Horn and Morales",Consulting,Great Britain,639.0,Enterprise,Organic Search,REP-013,2024-01-28,,True
ACC-105283,"Curtis, Giles and Jones",logistics,United States,117.0,Business,Sales-Led,REP-028,2023-04-03,2025-12-03,True
ACC-102009,"Crane, Johnson and Butler",,,16.0,Starter,Referral,,2024-11-23,2025-10-23,False
ACC-102260,Reeves Ltd,SaaS,Canada,104.0,Business,Referral,,08/03/2022,,True
ACC-103084,"Bonilla, Durham and Sanchez",Healthcare,United Kingdom,2095.0,Enterprise,Referral,REP-007,2025-08-29,,False
ACC-102112,Owens PLC,SaaS,United States,10.0,Pro,Content/SEO,,2022-05-26,,True
ACC-100900,Wright PLC,,Canada,67.0,Pro,Organic Search,,19-Jan-2022,,False
ACC-101446,"Clark, Carpenter and Nguyen",Real Estate,United States,,Starter,Paid Ads,,2024-03-12,,True
ACC-101911,Brown-French,Media,Germany,1187.0,Enterprise,Referral,REP-011,2024-03-04,01/04/2025,True
ACC-103542,"Brooks, Dunlap and Carter.",Consulting,United States,,Starter,Partner,,2025-03-08,,True
ACC-102697,Jones LLC,Consulting,Canada,3.0,Starter,Organic Search,,2024-08-01,,True
ACC-104755,  Prince Inc  ,Real Estate,Netherlands,34.0,Pro,Sales-Led,REP-001,28/06/2023,28-Feb-2025,False
ACC-103662,Luna-Bean,Consulting,India,628.0,Enterprise,Organic Search,REP-028,2024-11-19,,True
ACC-100741,Jacobson Inc,Logistics,United Kingdom,607.0,enterprise,Sales-Led,REP-018,2025-06-23,,True
ACC-102293,Brooks-Hickman,Consulting,United Kingdom,,Enterprise,Paid Ads,REP-028,04/04/2025,,True
ACC-102452,Schneider Inc,SaaS,Canada,4.0,Starter,Organic Search,,10-Jun-2023,,True
ACC-103813,Hughes-Nicholson,Logistics,Australia,,Starter,Organic Search,,2023-08-17,17-Dec-2025,True
ACC-104969,Franco-Stuart,FinTech,United States,48.0,Pro,Partner,,26-Jan-2022,,True
ACC-101206,Christian-Booth,Education,Canada,9.0,Starter,Partner,,2025/07/27,,True
ACC-100509,Williams-Berg,E-commerce,United Kingdom,406.0,Business,Partner,,2022-08-13,2023-11-13,True
ACC-103716,"Stewart, Miller and Jacobs",Education,Canada,41.0,Pro,Organic Search,,2024-09-30,,True
ACC-105044,Green LLC,E-commerce,Canada,7.0,Starter,Organic Search,,2022-02-16,,True
ACC-104350,Alvarez-Padilla!,Real Estate,India,38.0,Pro,Organic Search,,16-Oct-2023,16/12/2024,True
ACC-104084,Murphy LLC,,India,53.0,Pro,Referral,,2023-05-06,,False
ACC-105775,EVANS-MILLER,Manufacturing,United states ,21.0,Pro,Partner,,09/23/2024,2026-05-23,True
ACC-101549,"  Hunter, Gross and Andrade  ",Media,US,25.0,Starter,Partner,,19/01/2022,07/19/2023,True
ACC-103029,Moore-Hall,Education,Australia,21.0,Pro,Sales-Led,REP-036,2024-06-08,,True
ACC-104585,Scott Group,Media,India,3.0,Starter,Organic Search,,14-Aug-2024,,True
ACC-102202,HAHN-RAMSEY,Education,Great Britain,5.0,Starter,Referral,,2022-01-19,,False
ACC-102566,"Lewis, Castillo and Tate",E-commerce,United Kingdom,18.0,Starter,Referral,,2024-04-22,2025/09/22,True
ACC-103901,Sanchez Ltd,,United States,10.0,Starter,Sales-Led,REP-027,12/03/2022,07/03/2023,True
ACC-102044,"Harding, Kerr and Ward",Education,Singapore,292.0,Business,Paid Ads,,2024-05-22,03/22/2026,True
ACC-100767,"Davis, George and Nguyen",Logistics,Canada,9.0,Starter,Referral,,11-May-2024,05/11/2025,True
ACC-105934,"Valencia, Miller and Watkins",Logistics,United States,614.0,Enterprise,Referral,REP-039,23-Jun-2025,,True
ACC-103774,Watson-Gray,Consulting,India,121.0,Business,Content/SEO,,2024-12-01,,True
ACC-103699,Hill Group,FinTech,India,12.0,Pro,Paid Ads,,2022-08-07,2023-06-07,True
ACC-101508,White LLC,saas,United states ,4.0,Starter,Referral,,2023-12-22,2024-02-22,True
ACC-103134,"Gamble, Davis and Smith",Education,United States,,Pro,,,2022-02-12,01/12/2025,True
ACC-103761,Perez-Lopez,media,United States,82.0,Business,Sales-Led,REP-012,2024-02-28,,True
ACC-105920,"Scott, Perkins and Burton",Education,United States,13.0,Starter,Paid Ads,,2022-08-04,04/04/2025,True
ACC-100421,"Cole, Glass and Cunningham",Education,Singapore,19.0,Pro,Paid Ads,,07/07/2025,,True
ACC-100123,"JOYCE, WILSON AND LAM",Real Estate,Germany,9.0,Starter,Referral,,2022-04-15,2024-01-15,True
ACC-105574,"Gordon, Matthews and Roberts",,Germany,99.0,Business,Partner,,2025-07-06,,True
ACC-103825,SCHMIDT-REYES,Healthcare,Spain,,Starter,,,2022-10-29,,False
ACC-103292,VALENTINE INC,Media,India,2.0,Starter,Partner,,2024-11-06,,True
ACC-100819,Goodwin-Stokes,Manufacturing,United States,5.0,Starter,Content/SEO,,10-Dec-2023,2025-05-10,True
ACC-101403,"  Meyer, Dawson and Harper  ",E-commerce,India,,Starter,Partner,,12/24/2022,,True
ACC-101382,Kent Inc,Logistics,Canada,6.0,Starter,Referral,,,,False
ACC-102148,"Henry, Spencer and Ryan Inc.",SaaS,India,9.0,Starter,Sales-Led,REP-010,2025-02-10,2026-05-10,True
ACC-105948,"Floyd, Boyd and Browning",Consulting,Brazil,4.0,Starter,Referral,,2022-09-16,16-Mar-2025,True
ACC-101575,"Ramos, Gomez and Edwards",Consulting,United States,13.0,Pro,Content/SEO,,05/19/2023,2026-05-19,True
ACC-101638,Zamora-Briggs,Healthcare,Japan,95.0,Pro,Sales-Led,REP-026,2023/08/08,,True
ACC-101795,Guerrero Group,Education,Sweden,18.0,Starter,Sales-Led,REP-022,13/12/2022,13/05/2026,True
ACC-103331,Gross-Davis,Manufacturing,Canada,28.0,Pro,Sales-Led,REP-003,2022-09-04,2023-02-04,True
ACC-105854,Moreno-Sullivan,Education,United States,23.0,Pro,Content/SEO,,2024-06-05,,True
ACC-105415,"Jones, Turner and Tran",Real Estate,united states,510.0,Enterprise,Content/SEO,REP-039,2022-07-31,2024-11-30,True
ACC-100399,Duran LLC,Education,United States,293.0,Enterprise,Partner,REP-036,05/08/2024,2024-10-08,True
ACC-103151,Bennett-Hudson,education,U.K.,176.0,Business,Sales-Led,REP-016,07/06/2025,,True
ACC-102310,Hunt-Burns,Real Estate,India,18.0,Pro,Content/SEO,,02-Jun-2024,,True
ACC-100882,Barber-Fischer,Healthcare,Australia,480.0,Enterprise,Partner,REP-031,2024-03-03,,True
ACC-103565,  Johnston Ltd  ,Healthcare,United Kingdom,8.0,Starter,,,04/26/2024,2025-01-26,True
ACC-100214,"Washington, Hardy and Bray",E-commerce,Germany,18.0,Pro,Paid Ads,,25-Dec-2022,06/25/2023,True
ACC-101179,Hernandez-Davis,E-commerce,United States,21.0,Pro,Content/SEO,,07/08/2022,12/08/2022,True
ACC-101352,Gomez-Parrish Inc.,Logistics,Germany,24.0,Pro,Content/SEO,,2022-10-28,,True
ACC-103997,Hill-Wood,SaaS,United States,91.0,Business,Paid Ads,,23/05/2023,2023-06-23,True
ACC-105868,Snyder Ltd,FinTech,Australia,189.0,Business,Content/SEO,,2023/02/18,2025-10-18,True
ACC-102130,Archer-Dixon,SaaS,Brazil,6.0,Starter,Referral,,2024-01-29,03/29/2024,False
ACC-100982,Williams Group,Real Estate,United States,28.0,Pro,Paid Ads,,2025-04-03,03-Aug-2025,True
ACC-100456,BISHOP-GOODWIN,Education,Australia,15.0,Pro,Paid Ads,,2025-05-30,,True
ACC-101486,Perez-Rojas,FinTech,U.K.,18.0,Starter,Organic Search,,22/11/2022,22-May-2023,True
ACC-101079,"Chan, Floyd and Dillon",Logistics,U.S.A.,134.0,Business,Paid Ads,,2025-01-10,,True
ACC-101950,Jacobson Ltd,Real Estate,Great Britain,2.0,Starter,,,05/10/2024,05-Mar-2026,True
ACC-105230,Barber Group,manufacturing,Germany,9.0,Starter,Content/SEO,,01/26/2022,,True
ACC-100689,"Flores, Butler and Hernandez",Manufacturing,Japan,92.0,Business,Paid Ads,,11/07/2023,,False
ACC-104803,Reilly-Sanders,Education,United States,36.0,Pro,Referral,,2025-08-30,30/10/2025,True
ACC-102429,Dawson-Anderson,Education,Australia,550.0,Enterprise,Sales-Led,REP-038,2024-10-18,,True
ACC-100641,Turner-Sharp,SaaS,USA,527.0,Business,Content/SEO,,2024-07-11,,True
ACC-102392,Carrillo Ltd,Real Estate,Japan,105.0,Pro,Paid Ads,,2024-12-24,,True
ACC-102825,Stewart-Cabrera,Media,United States,13.0,Pro,Organic Search,,2024-01-02,,True
ACC-101953,Maxwell LLC,Logistics,Australia,3.0,Starter,Paid Ads,,2024-10-04,,True
ACC-103538,Hudson-Calderon,,Germany,14.0,Pro,Organic Search,,28/10/2022,,True
ACC-104327,Ford-Morgan,Media,United States,11.0,Starter,Partner,,01-Dec-2024,,False
ACC-103058,Mclean-Gillespie,Education,Germany,12.0,Pro,Organic Search,,01/28/2022,02/28/2023,True
ACC-104031,FERGUSON INC,FinTech,Canada,67.0,Pro,Content/SEO,,24-Feb-2024,2024/04/24,True
ACC-104552,Lucero-Saunders,E-commerce,USA,,Starter,Paid Ads,,01-Sep-2024,,False
ACC-102710,  Todd-Harvey  ,healthcare,United States,7.0,Starter,Referral,,04/29/2025,,True
ACC-101083,"STEELE, WILLIAMS AND PRESTON",SaaS,Brazil,22.0,Pro,Sales-Led,REP-039,2025-03-11,,True
ACC-104509,"Powers, Carrillo and Harris",FinTech,Australia,3.0,Starter,Partner,,,,True
ACC-105797,"BOND, JUAREZ AND BAIRD",E-commerce,Canada,4.0,Starter,Organic Search,,2023-01-17,,False
ACC-104877,Lucas-Potts,Education,France,15.0,Starter,Partner,,2023-11-24,,True
ACC-101884,Jones-Krause,,Great Britain,8.0,Starter,Content/SEO,,2022-06-06,,True
ACC-104695,Hernandez-Beasley,FinTech,,16.0,Pro,Organic Search,,2025-08-26,,True
ACC-100389,Moore-Collins,,Sweden,254.0,Business,Partner,,26-Mar-2025,,True
ACC-102494,Smith-Holt,FinTech,Germany,4.0,Starter,Content/SEO,,2022-10-05,2023-06-05,False
ACC-101851,"  Jackson, Lane and Wilkinson  ",Manufacturing,United States,28.0,Pro,Partner,,2023/08/13,,True
ACC-103036,Stout-Waller,Healthcare,United States,35.0,Pro,,,2022-04-02,11/02/2024,True
ACC-104155,Caldwell-Johnson,Logistics,India,314.0,Business,Sales-Led,REP-006,2022/11/19,,True
ACC-103603,Lara-Garner,FinTech,Germany,6.0,Starter,Content/SEO,,05/20/2024,,True
ACC-100845,Weaver-Sherman,manufacturing,Australia,47.0,Pro,Organic Search,,2023-10-19,,True
ACC-100542,  Torres and Sons  ,E-commerce,Spain,2.0,Starter,Paid Ads,,2023-09-14,,True
ACC-103724,Reyes and Sons,SaaS,US,20.0,Pro,Organic Search,,2022-05-01,,True
ACC-100091,"Smith, Montoya and Evans",E-commerce,Great Britain,37.0,Pro,Paid Ads,,08/04/2022,,True
ACC-103679,"Jones, Martinez and Smith",Healthcare,Singapore,34.0,Pro,Sales-Led,REP-018,2023-06-18,2024-01-18,True
ACC-105723,"Yang, Robertson and Espinoza",Healthcare,United States,3.0,Starter,Paid Ads,,2025-06-07,,True
ACC-103871,"Anderson, Lawson and Atkinson",Consulting,Japan,338.0,Enterprise,Sales-Led,REP-005,2022/02/05,,True
ACC-104020,"Jordan, Hill and Hayes",Real Estate,United States,442.0,Business,Referral,,17-Oct-2024,,True
ACC-101979,Holland Inc,FinTech,Singapore,2.0,Starter,Content/SEO,,13-Jan-2022,,True
ACC-103244,"Johnson, Hunt and Hernandez",Consulting,France,999999.0,Starter,Organic Search,,09-May-2022,2024-12-09,True
ACC-104094,  Rogers-Stafford  ,Logistics,Australia,7.0,Starter,Referral,,2024/06/08,,True
ACC-103150,"Nicholson, Smith and Farrell",,U.S.A.,55.0,Pro,Sales-Led,REP-029,12/03/2023,,True
ACC-105365,"Barry, Ramirez and Chen",Media,United states ,12.0,Starter,Referral,,30/06/2025,02/28/2026,True
ACC-104162,Hansen PLC,E-commerce,United States,,Business,Referral,,2022-12-18,2025-08-18,True
ACC-104420,Acosta-Flores,Healthcare,United States,16.0,Starter,Organic Search,,11/08/2022,,True
ACC-102964,Martinez LLC,SaaS,United Kingdom,12.0,Starter,Organic Search,,2024-11-08,,False
ACC-103463,Gonzalez-Barron,Media,United States,9.0,Starter,,,2022-12-18,10/18/2023,True
ACC-102529,WATKINS LTD,Real Estate,Canada,5.0,Starter,Referral,,2022-03-03,03-May-2024,True
ACC-104456,Dixon-Davis,Education,Germany,,Pro,Content/SEO,,2024-05-01,01/01/2026,True
ACC-101676,Murray-Henderson,Real Estate,United States,129.0,Business,Partner,,2025-03-09,,True
ACC-101048,"Larsen, Hernandez and Ward",media,United States,14.0,Pro,Content/SEO,,2025-08-28,,True
ACC-102949,Hammond LLC,Manufacturing,Sweden,11.0,Starter,Sales-Led,REP-024,2023-09-18,2024-03-18,False
ACC-101960,Cortez-Chen,,United Kingdom,,Enterprise,Partner,REP-012,2024-01-29,,True
ACC-102530,Pittman-Wright,Media,France,4.0,Starter,Partner,,2025-08-23,,False
ACC-104472,Griffin Group,Education,India,5.0,Starter,Partner,,2023-11-24,,True
ACC-104975,Atkins-Black,SaaS,Spain,41.0,Pro,Partner,,12/05/2023,2023-11-12,True
ACC-104055,Cunningham and Sons,Consulting,Brazil,203.0,Business,Sales-Led,REP-004,10/03/2023,,True
ACC-100237,"Hall, Baker and Moody",SaaS,Japan,829.0,Enterprise,Sales-Led,REP-039,11/11/2022,,True
ACC-105140,David PLC,E-commerce,United States,353.0,Enterprise,Content/SEO,REP-011,2024-02-22,,True
ACC-104587,Barker-Oliver,Media,Netherlands,10.0,Starter,Organic Search,,2024-08-23,,True
