ticket_id,account_id,created_date,category,priority,resolution_time_hours,satisfaction_score
TCK-0016274,ACC-105168,2023-11-01,Integration Help,Medium,14.8,5.0
TCK-0016275,ACC-105168,23-Mar-2024,Onboarding,Medium,7.4,4.0
TCK-0016276,ACC-105168,2024-03-08,Feature Request,Medium,2.1,5.0
TCK-0016277,ACC-105168,24-Feb-2024,Billing,Urgent,17.9,5.0
TCK-0016278,ACC-105168,2024-03-17,Account Access,Low,1.9,
TCK-0016279,ACC-100772,2024-12-09,Integration Help,Medium,5.0,5.0
TCK-0016280,ACC-100772,22-May-2026,Feature Request,High,10.5,
TCK-0016281,ACC-100772,04/27/2026,Account Access,Low,7.0,5.0
TCK-0016282,ACC-101284,2023-05-20,Performance,Low,10.1,
TCK-0016283,ACC-101284,05/21/2023,Feature Request,Low,20.0,2.0
TCK-0016284,ACC-101284,02/01/2023,Account Access,Low,23.7,4.0
TCK-0016285,ACC-101284,2024-01-30,Feature Request,Medium,28.0,5.0
TCK-0016286,ACC-101284,2024-03-04,Feature Request,Medium,21.5,5.0
TCK-0016287,ACC-101284,2023-10-21,Other,Medium,23.0,4.0
TCK-0016288,ACC-101284,2022-04-05,Integration Help,Medium,2.8,5.0
TCK-0016289,ACC-105593,2024-09-11,Account Access,Low,17.2,3.0
TCK-0016290,ACC-105593,2025-10-19,Performance,Medium,6.0,3.0
TCK-0016291,ACC-105593,2022-12-29,Bug Report,Low,18.1,3.0
TCK-0016292,ACC-105593,2022-11-13,Onboarding,Medium,13.5,2.0
TCK-0016293,ACC-105593,2024-11-17,Integration Help,Low,0.7,
TCK-0016294,ACC-105593,2026-02-23,Feature Request,Low,3.8,1.0
TCK-0016295,ACC-105593,08/13/2025,Other,Medium,9.5,3.0
TCK-0016296,ACC-105593,2024-10-12,Billing,Medium,0.4,
TCK-0016297,ACC-105593,03/19/2025,Bug Report,Medium,3.4,
TCK-0016298,ACC-105593,2025-09-05,Other,Low,42.4,3.0
TCK-0016299,ACC-105593,2024-04-20,Account Access,Medium,-3.5,3.0
TCK-0016300,ACC-105593,11/17/2022,Billing,Low,1.5,5.0
TCK-0016301,ACC-103562,2022-12-09,Performance,Low,3.1,4.0
TCK-0016302,ACC-103562,2023-03-12,Other,Low,1.9,5.0
TCK-0016303,ACC-103562,2023-08-04,Account Access,Medium,1.0,5.0
TCK-0016304,ACC-103562,2023-06-16,Onboarding,Low,8.3,
TCK-0016305,ACC-103562,2023-02-22,Other,High,19.9,3.0
TCK-0016306,ACC-103562,04/02/2023,Feature Request,Medium,7.4,4.0
TCK-0016307,ACC-103562,2023-12-30,Other,Medium,55.7,
TCK-0016308,ACC-103562,06/21/2022,Billing,Low,25.2,5.0
TCK-0016309,ACC-103562,19-May-2023,Onboarding,Low,22.1,4.0
TCK-0016310,ACC-103562,12/15/2023,Other,Low,14.9,5.0
TCK-0016311,ACC-105761,02-Oct-2023,Onboarding,Medium,4.0,5.0
TCK-0016312,ACC-105761,2024-04-24,Billing,Low,28.6,5.0
TCK-0016313,ACC-102587,2025-03-23,Other,Medium,8.3,4.0
TCK-0016314,ACC-102587,2025-03-17,Onboarding,Medium,16.3,3.0
TCK-0016315,ACC-102587,2025-08-02,Billing,Urgent,17.8,4.0
TCK-0016316,ACC-102587,2025-02-13,Integration Help,Low,11.6,
TCK-0016317,ACC-102587,2024-11-08,Performance,Medium,16.7,4.0
TCK-0016318,ACC-102587,2024-12-18,Integration Help,Low,1.1,4.0
TCK-0016319,ACC-105561,2025-01-29,Billing,Low,18.3,2.0
TCK-0016320,ACC-105561,03/21/2026,Performance,Low,0.7,3.0
TCK-0016321,ACC-105561,2025-04-19,Performance,Medium,12.5,4.0
TCK-0016322,ACC-105561,2026-04-16,Integration Help,High,,5.0
TCK-0016323,ACC-105561,06/02/2025,Integration Help,Medium,10.6,3.0
TCK-0016324,ACC-101414,2024-10-10,Feature Request,Medium,2.7,5.0
TCK-0016325,ACC-101414,2024/08/06,Onboarding,High,4.1,4.0
TCK-0016326,ACC-101414,2024-11-15,Bug Report,Low,26.1,4.0
TCK-0016327,ACC-101234,2023-09-18,Feature Request,High,53.1,4.0
TCK-0016328,ACC-101234,10/03/2023,Account Access,Medium,4.0,4.0
TCK-0016329,ACC-103931,2024-07-05,Account Access,Low,9.2,
TCK-0016330,ACC-103931,09/03/2025,Billing,Low,3.6,
TCK-0016331,ACC-103931,07/07/2023,Onboarding,High,22.5,
TCK-0016332,ACC-103931,04/20/2023,Other,Low,30.0,4.0
TCK-0016333,ACC-100435,07-Sep-2024,Other,High,5.0,5.0
TCK-0016334,ACC-100435,2023-11-04,Billing,Medium,2.4,4.0
TCK-0016335,ACC-101674,2024-05-14,Onboarding,High,8.7,4.0
TCK-0016336,ACC-101674,2024-09-16,Account Access,High,6.2,2.0
TCK-0016337,ACC-101674,27/05/2024,Account Access,Medium,5.6,4.0
TCK-0016338,ACC-101674,2022-07-02,Performance,Medium,20.7,
TCK-0016339,ACC-101674,10/07/2022,Performance,Medium,13.5,5.0
TCK-0016340,ACC-103299,2025-04-30,Other,Medium,35.6,
TCK-0016341,ACC-103299,06-Jun-2024,Billing,Low,17.0,4.0
TCK-0016342,ACC-103299,2024-09-07,Other,Medium,4.5,5.0
TCK-0016343,ACC-103299,2025-07-17,Other,Urgent,5.7,4.0
TCK-0016344,ACC-103299,12/10/2024,Onboarding,Low,28.4,3.0
TCK-0016345,ACC-103299,28-Dec-2025,Billing,Medium,12.1,5.0
TCK-0016346,ACC-100365,25/09/2023,Billing,Medium,26.8,
TCK-0016347,ACC-100365,2023-10-14,Feature Request,Low,1.9,3.0
TCK-0016348,ACC-105527,2025-11-16,Other,Low,4.1,5.0
TCK-0016349,ACC-105527,03/08/2026,Onboarding,Medium,15.0,4.0
TCK-0016350,ACC-100231,19-Oct-2025,Feature Request,Low,0.5,2.0
TCK-0016351,ACC-100231,09/21/2025,Onboarding,Medium,3.7,5.0
TCK-0016352,ACC-100231,2026-05-01,Integration Help,Medium,19.8,5.0
TCK-0016353,ACC-100231,2026-03-11,Billing,Low,2.4,3.0
TCK-0016354,ACC-105174,16-Aug-2025,Other,Medium,53.8,5.0
TCK-0016355,ACC-105174,05/09/2025,Feature Request,High,26.9,5.0
TCK-0016356,ACC-100147,2022-11-20,Performance,Urgent,3.7,5.0
TCK-0016357,ACC-100147,12/09/2022,Performance,Low,31.8,2.0
TCK-0016358,ACC-105342,08/15/2025,Other,Urgent,1.6,3.0
TCK-0016359,ACC-105342,2025-12-10,Performance,Medium,3.2,2.0
TCK-0016360,ACC-105342,2026-05-12,Bug Report,High,12.8,4.0
TCK-0016361,ACC-103088,01/12/2026,Onboarding,Medium,1.4,1.0
TCK-0016362,ACC-103088,2025-04-07,Performance,Medium,0.6,4.0
TCK-0016363,ACC-103088,2025-12-14,Bug Report,Medium,4.9,5.0
TCK-0016364,ACC-103088,05/20/2026,Onboarding,Medium,20.7,4.0
TCK-0016365,ACC-103088,2024-07-10,Performance,Medium,30.1,2.0
TCK-0016366,ACC-103088,2024/04/22,Account Access,Medium,14.5,5.0
TCK-0016367,ACC-103088,2026-01-20,Account Access,High,13.1,3.0
TCK-0016368,ACC-103088,14-Sep-2024,Account Access,Urgent,16.8,
TCK-0016369,ACC-103088,2025-11-12,Feature Request,Medium,7.2,
TCK-0016370,ACC-104794,2025-08-05,Bug Report,Low,2.1,4.0
TCK-0016371,ACC-104794,2025-06-03,Integration Help,Low,13.1,5.0
TCK-0016372,ACC-103554,07/02/2025,Integration Help,Medium,,4.0
TCK-0016373,ACC-103554,06/27/2025,Billing,Medium,2.0,4.0
TCK-0016374,ACC-103554,2025-06-09,Integration Help,Medium,22.2,
TCK-0016375,ACC-103554,17/06/2025,Integration Help,Low,4.8,
TCK-0016376,ACC-103554,17-Jun-2025,Other,Medium,3.6,
TCK-0016377,ACC-100407,2024-03-24,Integration Help,High,,3.0
TCK-0016378,ACC-100407,2024-03-25,Performance,High,1.9,4.0
TCK-0016379,ACC-100407,2024-05-06,Onboarding,Medium,3.1,4.0
TCK-0016380,ACC-105619,04/28/2022,Billing,Low,6.2,5.0
TCK-0016381,ACC-105619,2022-04-20,Account Access,High,13.4,5.0
TCK-0016382,ACC-105619,05/21/2022,Onboarding,Medium,5.5,4.0
TCK-0016383,ACC-105619,2022-05-07,Performance,Low,31.4,4.0
TCK-0016384,ACC-103692,2026-05-03,Onboarding,High,53.1,4.0
TCK-0016385,ACC-103456,2024-12-09,Performance,Low,17.8,5.0
TCK-0016386,ACC-103456,21/11/2024,Feature Request,Low,47.7,3.0
TCK-0016387,ACC-103456,2024-09-23,Billing,Medium,17.3,1.0
TCK-0016388,ACC-103456,2024-09-18,Onboarding,Low,,5.0
TCK-0016389,ACC-102090,2022-08-14,Account Access,Low,5.0,2.0
TCK-0016390,ACC-102090,11/28/2022,Feature Request,Low,15.4,4.0
TCK-0016391,ACC-100086,2026-01-07,Performance,Low,11.6,
TCK-0016392,ACC-100086,17/10/2025,Performance,Low,2.5,4.0
TCK-0016393,ACC-100086,18/04/2025,Billing,High,1.1,4.0
TCK-0016394,ACC-100086,07/07/2025,Integration Help,Medium,34.2,3.0
TCK-0016395,ACC-100086,09/14/2024,Billing,Low,11.1,5.0
TCK-0016396,ACC-100086,09/28/2025,Integration Help,Medium,31.1,5.0
TCK-0016397,ACC-100086,2025-02-20,Billing,High,18.3,4.0
TCK-0016398,ACC-103576,2025-10-30,Integration Help,High,1.4,
TCK-0016399,ACC-103576,2024-04-29,Feature Request,Medium,6.2,
TCK-0016400,ACC-103576,2025-05-31,Integration Help,Low,39.6,4.0
TCK-0016401,ACC-103576,2026-05-14,Bug Report,Medium,41.3,
TCK-0016402,ACC-103576,2024-07-30,Feature Request,High,0.9,2.0
TCK-0016403,ACC-103576,2024-08-27,Account Access,Medium,,5.0
TCK-0016404,ACC-103576,05-Mar-2025,Integration Help,Medium,18.0,1.0
TCK-0016405,ACC-103576,2026-02-09,Bug Report,Medium,7.5,5.0
TCK-0016406,ACC-103271,04/15/2022,Onboarding,High,11.2,4.0
TCK-0016407,ACC-103271,04/26/2022,Bug Report,Low,42.8,3.0
TCK-0016408,ACC-103271,2022-05-11,Bug Report,High,0.2,
TCK-0016409,ACC-103271,2022-04-20,Bug Report,Low,30.0,4.0
TCK-0016410,ACC-103271,2022-04-22,Integration Help,Low,44.9,1.0
TCK-0016411,ACC-103271,2022-05-03,Bug Report,High,28.0,3.0
TCK-0016412,ACC-103271,2022-05-03,Bug Report,High,1.3,1.0
TCK-0016413,ACC-100844,05/16/2024,Bug Report,Medium,38.4,4.0
TCK-0016414,ACC-100844,2025-12-29,Performance,Medium,22.0,2.0
TCK-0016415,ACC-100844,2026-03-26,Other,Urgent,9.7,3.0
TCK-0016416,ACC-100844,2026-01-13,Performance,Medium,9.6,3.0
TCK-0016417,ACC-100844,2025-12-29,Feature Request,Low,4.0,5.0
TCK-0016418,ACC-101031,2025-03-02,Performance,Low,6.8,4.0
TCK-0016419,ACC-101031,02-Nov-2023,Other,Medium,9.1,5.0
TCK-0016420,ACC-101031,2023-02-04,Onboarding,High,-27.0,
TCK-0016421,ACC-101031,2024/04/19,Integration Help,High,17.8,5.0
TCK-0016422,ACC-101031,03/11/2023,Billing,High,2.2,2.0
TCK-0016423,ACC-101031,2022-12-14,Integration Help,Low,0.9,5.0
TCK-0016424,ACC-101031,2025-02-14,Bug Report,Urgent,0.5,5.0
TCK-0016425,ACC-101031,02/25/2023,Feature Request,High,13.9,5.0
TCK-0016426,ACC-101031,04/18/2023,Performance,High,6.6,3.0
TCK-0016427,ACC-104857,2025-10-25,Feature Request,Medium,0.1,4.0
TCK-0016428,ACC-104857,20/05/2024,Performance,Medium,2.7,3.0
TCK-0016429,ACC-104857,08/01/2026,Bug Report,Medium,11.8,5.0
TCK-0016430,ACC-104674,05-May-2024,Onboarding,Medium,7.2,5.0
TCK-0016431,ACC-104674,25-Aug-2023,Billing,High,1.0,1.0
TCK-0016432,ACC-104674,04/26/2026,Other,Low,6.9,4.0
TCK-0016433,ACC-104674,2024-05-28,Feature Request,Low,3.5,4.0
TCK-0016434,ACC-104674,2024-11-12,Performance,Low,39.2,4.0
TCK-0016435,ACC-104674,2024-05-15,Other,Medium,1.0,4.0
TCK-0016436,ACC-104674,2023-12-19,Onboarding,Urgent,0.9,5.0
TCK-0016437,ACC-104674,2023-11-10,Integration Help,High,5.1,3.0
TCK-0016438,ACC-105562,2025-04-23,Other,Medium,33.3,4.0
TCK-0016439,ACC-105562,07/08/2025,Other,Medium,6.4,
TCK-0016440,ACC-105562,2025-05-08,Onboarding,Low,10.9,5.0
TCK-0016441,ACC-105562,11/04/2025,Performance,Urgent,10.7,
TCK-0016442,ACC-102987,17/01/2025,Billing,Medium,16.7,2.0
TCK-0016443,ACC-102987,11/03/2025,Onboarding,High,4.5,4.0
TCK-0016444,ACC-102987,15-Mar-2025,Bug Report,Medium,27.4,5.0
TCK-0016445,ACC-102987,2025-08-22,Billing,High,1.3,4.0
TCK-0016446,ACC-102987,2026-02-21,Other,Medium,12.7,
TCK-0016447,ACC-102987,2025-09-22,Bug Report,Medium,10.3,5.0
TCK-0016448,ACC-102987,2024-04-24,Feature Request,Medium,7.9,5.0
TCK-0016449,ACC-104409,2025-04-26,Integration Help,Medium,14.6,2.0
TCK-0016450,ACC-104409,02/16/2026,Bug Report,Low,5.4,
TCK-0016451,ACC-104409,12/27/2025,Integration Help,Medium,5.1,5.0
TCK-0016452,ACC-104409,12-Apr-2025,Bug Report,Low,9.0,3.0
TCK-0016453,ACC-102628,2024-09-02,Other,Low,6.0,4.0
TCK-0016454,ACC-102628,07/17/2024,Other,Medium,23.4,
TCK-0016455,ACC-102628,2024-08-05,Bug Report,High,28.1,5.0
TCK-0016456,ACC-102628,2024-08-07,Onboarding,High,3.7,
TCK-0016457,ACC-102628,2024-08-06,Bug Report,Low,11.2,3.0
TCK-0016458,ACC-103864,02/04/2024,Integration Help,Low,3.3,5.0
TCK-0016459,ACC-103864,2025-12-11,Bug Report,Medium,2.6,
TCK-0016460,ACC-103864,2024-08-11,Other,High,6.0,1.0
TCK-0016461,ACC-103864,20/06/2024,Billing,Low,0.9,3.0
TCK-0016462,ACC-103864,2024-10-31,Bug Report,Low,6.1,5.0
TCK-0016463,ACC-103864,2026-01-09,Performance,Medium,13.0,3.0
TCK-0016464,ACC-103864,01-Oct-2025,Other,Low,10.0,5.0
TCK-0016465,ACC-103864,2025-06-20,Billing,Low,4.7,
TCK-0016466,ACC-103864,2023-08-11,Bug Report,High,10.9,4.0
TCK-0016467,ACC-103887,28-Jun-2024,Bug Report,Low,16.8,4.0
TCK-0016468,ACC-103887,2025-03-04,Onboarding,Medium,2.8,5.0
TCK-0016469,ACC-103887,2025-10-12,Feature Request,Urgent,0.9,4.0
TCK-0016470,ACC-103887,2026-05-15,Other,Low,5.0,3.0
TCK-0016471,ACC-100855,2023-10-14,Billing,Medium,29.5,4.0
TCK-0016472,ACC-100855,2023-08-26,Feature Request,Medium,35.6,3.0
TCK-0016473,ACC-100855,2022-12-30,Onboarding,High,4.1,5.0
TCK-0016474,ACC-100855,2023-11-30,Performance,High,10.0,
TCK-0016475,ACC-100855,15-Jan-2023,Feature Request,Medium,7.1,5.0
TCK-0016476,ACC-100855,2023/08/08,Billing,Medium,5.8,3.0
TCK-0016477,ACC-100855,2023-02-22,Other,Medium,,
TCK-0016478,ACC-103003,2026-04-06,Account Access,Medium,16.7,4.0
TCK-0016479,ACC-100078,2025-12-16,Onboarding,Low,2.6,3.0
TCK-0016480,ACC-100078,2024-02-24,Billing,High,1.1,
TCK-0016481,ACC-100078,04/11/2024,Performance,Medium,3.0,3.0
TCK-0016482,ACC-100078,20/06/2024,Bug Report,Medium,23.5,
TCK-0016483,ACC-100078,2024-05-05,Feature Request,Medium,,5.0
TCK-0016484,ACC-100078,2023-07-03,Performance,High,19.1,1.0
TCK-0016485,ACC-100078,03/03/2026,Onboarding,Low,11.8,5.0
TCK-0016486,ACC-100078,2025-02-21,Onboarding,Medium,14.8,4.0
TCK-0016487,ACC-102992,25/07/2024,Integration Help,Medium,5.1,
TCK-0016488,ACC-102992,07/08/2025,Onboarding,Urgent,12.6,4.0
TCK-0016489,ACC-102992,03/22/2024,Billing,Urgent,0.7,4.0
TCK-0016490,ACC-102992,2024-10-05,Bug Report,Low,,3.0
TCK-0016491,ACC-102992,2024-07-16,Performance,Low,22.5,4.0
TCK-0016492,ACC-102992,2023-08-21,Feature Request,Low,11.0,5.0
TCK-0016493,ACC-102992,2023-12-08,Bug Report,Medium,0.1,4.0
TCK-0016494,ACC-102247,2025-02-16,Performance,Medium,36.3,4.0
TCK-0016495,ACC-102247,27/12/2024,Bug Report,Medium,74.5,4.0
TCK-0016496,ACC-102247,2024-08-11,Feature Request,High,13.4,4.0
TCK-0016497,ACC-105965,2025-10-26,Performance,Low,5.7,5.0
TCK-0016498,ACC-105965,2024-07-04,Feature Request,Low,7.2,3.0
TCK-0016499,ACC-105965,12/16/2025,Account Access,Low,5.1,5.0
TCK-0016500,ACC-105555,20/12/2025,Bug Report,Medium,10.5,3.0
TCK-0016501,ACC-105555,2025-10-29,Integration Help,Medium,6.0,
TCK-0016502,ACC-105555,2024-10-23,Onboarding,Low,13.7,4.0
TCK-0016503,ACC-105555,12/07/2024,Bug Report,Urgent,3.2,5.0
TCK-0016504,ACC-105555,26/08/2025,Billing,Low,20.4,
TCK-0016505,ACC-105555,2024-11-23,Onboarding,Low,16.5,
TCK-0016506,ACC-105703,2024-06-26,Integration Help,Medium,-19.8,3.0
TCK-0016507,ACC-105703,2024-07-20,Billing,High,3.9,3.0
TCK-0016508,ACC-100758,27/08/2022,Feature Request,Low,2.1,
TCK-0016509,ACC-100758,14/01/2022,Billing,Low,2.7,4.0
TCK-0016510,ACC-100758,2022-12-03,Account Access,High,1.5,4.0
TCK-0016511,ACC-100758,08/24/2022,Feature Request,Low,9.4,
TCK-0016512,ACC-100758,2022-04-11,Performance,Medium,6.5,5.0
TCK-0016513,ACC-100758,01-Mar-2022,Integration Help,Medium,29.3,3.0
TCK-0016514,ACC-100758,2022-01-24,Bug Report,Medium,-2.0,4.0
TCK-0016515,ACC-104166,2025-05-24,Bug Report,Low,2.9,2.0
TCK-0016516,ACC-104166,2025-03-12,Billing,Urgent,1.4,5.0
TCK-0016517,ACC-104166,26/12/2025,Integration Help,Medium,1.8,5.0
TCK-0016518,ACC-104166,03/27/2025,Integration Help,High,16.3,5.0
TCK-0016519,ACC-104166,2025-06-09,Other,High,0.7,2.0
TCK-0016520,ACC-104166,18-Mar-2026,Billing,Medium,1.7,5.0
TCK-0016521,ACC-104166,2025-09-11,Onboarding,Medium,5.5,3.0
TCK-0016522,ACC-104166,2025-03-23,Other,Medium,5.3,4.0
TCK-0016523,ACC-103355,2025-08-27,Onboarding,Low,,5.0
TCK-0016524,ACC-103355,2026-02-08,Bug Report,Low,1.0,4.0
TCK-0016525,ACC-100788,12/01/2025,Account Access,Medium,77.2,4.0
TCK-0016526,ACC-100788,2025-08-13,Bug Report,Low,9.6,4.0
TCK-0016527,ACC-100788,2025-02-21,Bug Report,Low,23.8,2.0
TCK-0016528,ACC-100788,2025-06-25,Onboarding,Medium,26.3,2.0
TCK-0016529,ACC-102279,11/08/2023,Onboarding,Medium,0.4,5.0
TCK-0016530,ACC-102279,10/06/2023,Integration Help,Low,13.7,5.0
TCK-0016531,ACC-103781,03/13/2025,Integration Help,Medium,15.0,5.0
TCK-0016532,ACC-103781,2025-11-04,Integration Help,High,7.7,4.0
TCK-0016533,ACC-103781,08/04/2024,Billing,Low,,5.0
TCK-0016534,ACC-104306,10/31/2025,Other,High,1.6,4.0
TCK-0016535,ACC-104306,02/11/2025,Bug Report,High,4.0,
TCK-0016536,ACC-104306,11/28/2025,Account Access,Urgent,2.2,4.0
TCK-0016537,ACC-104306,2026-01-06,Performance,Medium,7.6,5.0
TCK-0016538,ACC-104306,2026-05-16,Account Access,High,15.7,5.0
TCK-0016539,ACC-104306,2026-01-10,Performance,Medium,2.6,
TCK-0016540,ACC-104306,04/02/2026,Performance,Medium,13.9,5.0
TCK-0016541,ACC-105049,2025-01-14,Onboarding,Medium,5.3,3.0
TCK-0016542,ACC-105049,10/11/2025,Other,High,8.3,2.0
TCK-0016543,ACC-105049,17-Jan-2025,Other,High,11.2,4.0
TCK-0016544,ACC-105049,2026-02-01,Billing,Medium,0.6,
TCK-0016545,ACC-105049,2026-04-01,Onboarding,Medium,17.9,5.0
TCK-0016546,ACC-105049,03/15/2026,Performance,Medium,15.8,
TCK-0016547,ACC-105049,29/11/2025,Billing,Low,11.5,2.0
TCK-0016548,ACC-105049,2024-10-25,Other,Medium,1.6,4.0
TCK-0016549,ACC-104840,05/03/2024,Feature Request,Low,28.8,
TCK-0016550,ACC-104840,2024-03-22,Integration Help,Medium,22.8,5.0
TCK-0016551,ACC-104840,2024-06-10,Feature Request,Low,0.7,5.0
TCK-0016552,ACC-104840,2024-05-27,Other,Low,,5.0
TCK-0016553,ACC-104840,20-Aug-2023,Other,High,7.3,4.0
TCK-0016554,ACC-104840,2023-10-28,Performance,Low,30.0,5.0
TCK-0016555,ACC-103631,2025-05-29,Other,Medium,1.3,5.0
TCK-0016556,ACC-103631,2024-10-28,Account Access,Low,40.5,5.0
TCK-0016557,ACC-103631,2024-09-07,Onboarding,Low,18.9,4.0
TCK-0016558,ACC-103631,28-Jan-2024,Integration Help,Low,6.0,4.0
TCK-0016559,ACC-103631,05/13/2024,Bug Report,Low,4.1,4.0
TCK-0016560,ACC-103631,2024-04-30,Account Access,Low,5.8,5.0
TCK-0016561,ACC-103631,18/01/2025,Onboarding,Medium,8.2,5.0
TCK-0016562,ACC-105931,12/31/2022,Account Access,Low,4.6,5.0
TCK-0016563,ACC-105931,2024-03-09,Bug Report,Medium,19.6,4.0
TCK-0016564,ACC-105931,2022-09-12,Feature Request,Low,30.0,4.0
TCK-0016565,ACC-105931,2024-07-12,Performance,Medium,23.3,2.0
TCK-0016566,ACC-105931,13-Apr-2023,Bug Report,Medium,31.1,4.0
TCK-0016567,ACC-105931,05/29/2023,Feature Request,Medium,20.0,4.0
TCK-0016568,ACC-105931,15-Jan-2023,Onboarding,Low,1.1,3.0
TCK-0016569,ACC-105931,2024-07-15,Other,High,12.5,4.0
TCK-0016570,ACC-105931,2023-12-04,Other,Medium,18.6,5.0
TCK-0016571,ACC-103867,04/23/2026,Feature Request,Urgent,11.6,3.0
TCK-0016572,ACC-103867,2023-11-04,Integration Help,High,24.4,
TCK-0016573,ACC-102176,2026-05-28,Performance,Medium,12.2,
TCK-0016574,ACC-102176,25-May-2026,Onboarding,Low,9.4,
TCK-0016575,ACC-102176,2025-03-05,Integration Help,Medium,18.5,4.0
TCK-0016576,ACC-100424,02-Sep-2024,Feature Request,Urgent,1.7,4.0
TCK-0016577,ACC-100392,09/09/2024,Billing,Low,5.1,4.0
TCK-0016578,ACC-100392,2024-04-10,Feature Request,High,61.7,5.0
TCK-0016579,ACC-100392,24-Feb-2026,Performance,Low,3.9,3.0
TCK-0016580,ACC-100392,2025-09-22,Bug Report,High,14.8,
TCK-0016581,ACC-100392,2024-07-01,Performance,Medium,20.0,
TCK-0016582,ACC-100392,2025-06-12,Other,Low,16.7,4.0
TCK-0016583,ACC-100392,2025-03-04,Billing,Medium,9.1,
TCK-0016584,ACC-104535,2023-02-24,Onboarding,High,9.5,4.0
TCK-0016585,ACC-104535,2024-03-16,Bug Report,Low,2.6,4.0
TCK-0016586,ACC-104535,24/03/2023,Account Access,Low,9.1,5.0
TCK-0016587,ACC-104535,2024-03-03,Bug Report,Medium,14.2,1.0
TCK-0016588,ACC-104535,31-Mar-2024,Onboarding,Low,6.7,4.0
TCK-0016589,ACC-104535,11/24/2022,Feature Request,Medium,12.2,5.0
TCK-0016590,ACC-105747,2023-08-25,Other,Low,4.2,4.0
TCK-0016591,ACC-102239,09/15/2023,Feature Request,High,20.9,4.0
TCK-0016592,ACC-102239,09/29/2023,Account Access,Low,23.3,
TCK-0016593,ACC-100104,2025-07-21,Other,Medium,1.1,
TCK-0016594,ACC-100104,2026-02-22,Billing,Low,8.7,
TCK-0016595,ACC-100104,03/13/2024,Feature Request,Low,32.0,4.0
TCK-0016596,ACC-100104,2024-11-27,Onboarding,Low,-9.1,4.0
TCK-0016597,ACC-100104,2025-09-01,Feature Request,Low,6.3,
TCK-0016598,ACC-102672,2025-09-20,Other,Low,7.8,4.0
TCK-0016599,ACC-102672,2025-12-31,Integration Help,Low,,4.0
TCK-0016600,ACC-102672,01/08/2026,Bug Report,High,3.7,4.0
TCK-0016601,ACC-102672,2025-09-25,Other,Medium,4.5,5.0
TCK-0016602,ACC-105565,2024-12-27,Feature Request,Medium,40.2,5.0
TCK-0016603,ACC-105565,10/25/2025,Account Access,Low,2.7,4.0
TCK-0016604,ACC-103749,2025-09-08,Performance,Medium,5.2,3.0
TCK-0016605,ACC-103749,10-Apr-2026,Account Access,Medium,1.2,4.0
TCK-0016606,ACC-103749,29/09/2024,Feature Request,Urgent,,4.0
TCK-0016607,ACC-103749,2026-04-05,Billing,Low,1.5,5.0
TCK-0016608,ACC-103749,2025-03-05,Billing,High,4.5,4.0
TCK-0016609,ACC-103749,2024-11-05,Billing,Low,1.1,4.0
TCK-0016610,ACC-102068,2026-01-29,Billing,High,-15.3,
TCK-0016611,ACC-102068,03/27/2026,Bug Report,Medium,1.6,2.0
TCK-0016612,ACC-104091,19/12/2025,Performance,Medium,50.8,2.0
TCK-0016613,ACC-104091,2025-08-17,Performance,Medium,8.3,1.0
TCK-0016614,ACC-104091,2025-06-28,Account Access,Low,0.2,3.0
TCK-0016615,ACC-103493,03/23/2022,Onboarding,Low,5.4,5.0
TCK-0016616,ACC-103493,2022-03-24,Bug Report,Low,7.0,5.0
TCK-0016617,ACC-103493,09-Mar-2022,Performance,Low,6.3,5.0
TCK-0016618,ACC-103493,02-Mar-2022,Bug Report,Medium,5.5,2.0
TCK-0016619,ACC-101948,2025-01-14,Other,High,9.6,3.0
TCK-0016620,ACC-101948,02/02/2025,Feature Request,High,8.2,5.0
TCK-0016621,ACC-101948,01-Dec-2025,Onboarding,Medium,10.9,4.0
TCK-0016622,ACC-101459,2024-07-24,Onboarding,High,8.3,4.0
TCK-0016623,ACC-101459,2024-03-11,Onboarding,Low,2.5,3.0
TCK-0016624,ACC-101459,01/08/2025,Performance,Medium,0.4,3.0
TCK-0016625,ACC-101768,09/09/2024,Integration Help,Low,2.2,5.0
TCK-0016626,ACC-101768,19-Sep-2024,Other,Medium,10.2,5.0
TCK-0016627,ACC-101768,09/22/2024,Feature Request,Urgent,,3.0
TCK-0016628,ACC-101768,2025/01/02,Onboarding,Low,1.7,4.0
TCK-0016629,ACC-101768,2024-12-12,Billing,Medium,11.2,
TCK-0016630,ACC-101768,2024-09-10,Performance,Low,15.1,3.0
TCK-0016631,ACC-103298,2023-12-27,Account Access,Medium,39.0,
TCK-0016632,ACC-103298,2025-06-05,Billing,Low,,3.0
TCK-0016633,ACC-104085,2022-12-06,Onboarding,Low,9.6,3.0
TCK-0016634,ACC-104085,02/03/2023,Integration Help,Low,7.3,4.0
TCK-0016635,ACC-104085,09/07/2023,Performance,Medium,0.8,3.0
TCK-0016636,ACC-104085,2023-07-02,Integration Help,Medium,32.7,5.0
TCK-0016637,ACC-103945,05-May-2023,Performance,Medium,4.1,
TCK-0016638,ACC-103945,2023-05-09,Account Access,Urgent,5.7,4.0
TCK-0016639,ACC-103945,09-May-2023,Integration Help,Low,3.8,5.0
TCK-0016640,ACC-103945,05/07/2023,Bug Report,Medium,34.5,5.0
TCK-0016641,ACC-105824,2024-04-15,Bug Report,High,5.1,5.0
